property_no,description,debt_amount,event_description,event_datetime
9333602050,Portland,64.36,URGS Application Successful Letter - FC2023/14259,7/11/2023
2206733150,Camperdown,144.18,URGS Application Successful Letter - FC2023/14260,7/11/2023
9330300750,Portland,NULL,URGS Application Successful Letter,14/11/2023
9330270100,Portland,NULL,URGS Application Successful Letter,14/11/2023
9330300750,Portland,NULL,URGS Application Successful Letter,14/11/2023
5215420010,Warrnambool,NULL,URGS Application Successful Letter,14/11/2023
9332702600,Portland,650,URGS Application Successful Letter FC2023/14957,21/11/2023
5207276700,Warrnambool,650,URGS Application Successful Letter D2023/067870,21/11/2023
9330070900,Portland,207.88,URGS Application Successful Letter FC2023/15333,27/11/2023
5203900900,Warrnambool,606.37,URGS Application Successful Letter FC2023/15335,27/11/2023
3200750950,Koroit,510.54,URGS Application Successful Letter FC2023/15338,27/11/2023
9330735750,Portland,614.47,URGS Application Successful Letter FC2023/15340,27/11/2023
5200330250,Warrnambool,NULL,URGS Application Successful Letter,4/12/2023
2205190700,Camperdown,NULL,URGS Application Successful Letter,4/12/2023
4806570250,Terang,NULL,URGS Application Successful Letter,4/12/2023
9231311300,Port Fairy,NULL,URGS Application Successful Letter,4/12/2023
5200661450,Warrnambool,NULL,URGS Application Successful Letter,4/12/2023
3609711350,Mortlake,650,URGS Application Successful Letter FC2023/16336,11/12/2023
743750750,Hamilton,295.44,URGS Application Successful Letter FC2023/16341,11/12/2023
743560850,Hamilton,NULL,URGS Application Successful Letter,11/12/2023
5209510300,Warrnambool,317.08,URGS Application Successful Letter FC2023/16346,11/12/2023
9232901180,Port Fairy,650,URGS Application Successful Letter FC2023/16347,11/12/2023
9331440750,Portland,650,URGS Application Successful Letter FC2023/16348,11/12/2023
9333100200,Portland,650,URGS Application Successful Letter FC2023/16350,11/12/2023
8305500150,Cobden,NULL,URGS Application Successful Letter,18/12/2023
3211330500,Koroit,NULL,URGS Application Successful Letter,18/12/2023
5204590450,Warrnambool,NULL,URGS Application Successful Letter,18/12/2023
2204610150,Camperdown,NULL,URGS Application Successful Letter,18/12/2023
3607941300,Mortlake,214.67,URGS Application Successful Letter FC2024/00077,4/01/2024
9333502100,Portland,181,URGS Application Successful Letter FC2024/00201,8/01/2024
713170070,Hamilton,93.21,URGS Application Successful Letter FC2024/00611,16/01/2024
5200300200,Warrnambool,415.28,URGS Application Successful Letter FC2024/00613,16/01/2024
5211050900,Warrnambool,257.31,URGS Application Successful Letter FC2024/00614,16/01/2024
5207472450,Warrnambool,408.38,URGS Application Successful Letter FC2024/00616,16/01/2024
5211062800,Warrnambool,198.87,URGS Application Successful Letter FC2024/00617,16/01/2024
9330140850,Portland,287.25,URGS Application Successful Letter FC2024/00618,16/01/2024
9331847050,Portland,650,URGS Application Successful Letter FC2024/00620,16/01/2024
543372050,Dunkeld,650,URGS Application Successful Letter FC2024/00623,16/01/2024
5210971050,Warrnambool,NULL,URGS Application Successful Letter,23/01/2024
3209700700,Koroit,199.29,URGS Application Successful Letter - FC2024/01543,29/01/2024
3408950200,Derrinallum,43.47,URGS Application Successful Letter - FC2024/01547,29/01/2024
9231311300,Port Fairy,205.48,URGS Application Successful Letter - FC2024/01548,29/01/2024
5215420010,Warrnambool,159.84,URGS Application Successful Letter - FC2024/01550,29/01/2024
9333502100,Portland,187.7,URGS Application Successful Letter - FC2024/01552,29/01/2024
3205451150,Koroit,186,URGS Application Successful Letter FC2024/01893,5/02/2024
2204610100,Camperdown,194.46,URGS Application Successful Letter FC2024/01899,5/02/2024
5200300200,Warrnambool,234.74,URGS Application Successful Letter FC2024/01911,5/02/2024
5207472450,Warrnambool,241.62,URGS Application Successful Letter FC2024/01912,5/02/2024
9132891100,Heywood,650,URGS Application Successful Letter FC2024/01913,5/02/2024
9330140850,Portland,362.75,URGS Application Successful Letter FC2024/01917,5/02/2024
9330141200,Portland,650,URGS Application Successful Letter FC2024/01918,5/02/2024
9331847800,Portland,233.32,URGS Application Successful Letter FC2024/01922,5/02/2024
540020050,Dunkeld,650,URGS Application Successful Letter FC2024/01926,5/02/2024
5209410700,Warrnambool,NULL,URGS Application Successful Letter,13/02/2024
5208620575,Dennington,221.91,URGS Application Successful Letter FC2024/02692,19/02/2024
243830550,Casterton,212.21,URGS Application Successful Letter FC2024/02695,19/02/2024
1142640250,Sandford,389.75,URGS Application Successful Letter - FC2024/03542,26/02/2024
741452750,Hamilton,606.97,URGS Application Successful Letter - FC2024/03543,26/02/2024
242991950,Casterton,650,URGS Application Successful Letter - FC2024/03545,26/02/2024
3607321400,Mortlake,650,URGS Application Successful Letter - FC2024/03546,26/02/2024
5202701100,Warrnambool,315.3,URGS Application Successful Letter - FC2024/03549,26/02/2024
5206830350,Warrnambool,198.8,URGS Application Successful Letter - FC2024/03555,26/02/2024
5211062800,Warrnambool,193.93,URGS Application Successful Letter - FC2024/03564,26/02/2024
9331847800,Portland,232.32,URGS Application Successful Letter - FC2024/03566,26/02/2024
5212430700,Warrnambool,87.75,URGS Application Successful Letter FC2024/03571,26/02/2024
2208450200,Camperdown,NULL,URGS Application Successful Letter,5/03/2024
9330220900,Portland,NULL,URGS Application Successful Letter,5/03/2024
5210730200,Warrnambool,NULL,URGS Application Successful Letter,5/03/2024
5209410700,Warrnambool,NULL,URGS Application Successful Letter,5/03/2024
5204590450,Warrnambool,NULL,URGS Application Successful Letter,5/03/2024
3600922725,Mortlake,650,URGS Application Successful Letter,5/03/2024
5212430700,Warrnambool,NULL,URGS Application Successful Letter,5/03/2024
3205063850,Koroit,470.97,URGS Application Successful Letter FC2024/04382,12/03/2024
3405071050,Lismore,254.05,URGS Application Successful Letter FC2024/04384,12/03/2024
9133310100,Heywood,NULL,URGS Application Successful Letter,13/03/2024
5209210250,Warrnambool,NULL,URGS Application Successful Letter,13/03/2024
5208350300,Warrnambool,650,URGS Application Successful Letter,13/03/2024
5206120300,Warrnambool,NULL,URGS Application Successful Letter,13/03/2024
9330500250,Portland,650,URGS Application Successful Letter - FC2024/04776,19/03/2024
9330020450,Portland,650,URGS Application Successful Letter - FC2024/04778,19/03/2024
841290350,Macarthur,650,URGS Application Successful Letter - FC2024/04781,19/03/2024
5211720450,Dennington,650,URGS Application Successful Letter - FC2024/04782,19/03/2024
5207273950,Warrnambool,650,URGS Application Successful Letter - FC2024/04783,19/03/2024
2208450200,Camperdown,213.08,URGS Application Successful Letter - FC2024/04784,19/03/2024
3000820200,Cobden,437.29,URGS Application Successful Letter - FC2024/04788,19/03/2024
2205120800,Camperdown,187.94,URGS Application Successful Letter - FC2024/04789,19/03/2024
9333651000,Portland,NULL,URGS Application Successful Letter,25/03/2024
5208804220,Warrnambool,NULL,URGS Application Successful Letter,25/03/2024
5208760250,Warrnambool,NULL,URGS Application Successful Letter,25/03/2024
5206830350,Warrnambool,NULL,URGS Application Successful Letter,25/03/2024
5204843100,Dennington,NULL,URGS Application Successful Letter,25/03/2024
744243800,Hamilton,NULL,URGS Application Successful Letter,25/03/2024
243830550,Casterton,NULL,URGS Application Successful Letter,25/03/2024
9330270100,Portland,167.43,URGS Application Successful Letter FC2024/05276,2/04/2024
5207901300,Warrnambool,171.05,URGS Application Successful Letter - FC2024/05636,9/04/2024
5212472050,Dennington,207.71,URGS Application Successful Letter - FC2024/05672,9/04/2024
5213620260,Warrnambool,321.1,URGS Application Successful Letter - FC2024/05673,9/04/2024
9332650100,Portland,357.08,URGS Application Successful Letter - FC2024/05676,9/04/2024
5215490150,Warrnambool,NULL,URGS Application Successful Letter,16/04/2024
5208690306,Allansford,NULL,URGS Application Successful Letter,16/04/2024
1042821000,Penshurst,NULL,URGS Application Successful Letter,18/04/2024
740775650,Hamilton,NULL,URGS Application Successful Letter,18/04/2024
440650700,Coleraine,NULL,URGS Application Successful Letter,18/04/2024
741664120,Hamilton,504.46,URGS Application Successful Letter FC2024/06290,22/04/2024
744040800,Hamilton,650,URGS Application Successful Letter FC2024/06291,22/04/2024
3600922650,Mortlake,650,URGS Application Successful Letter FC2024/06293,22/04/2024
3607320950,Mortlake,169.57,URGS Application Successful Letter FC2024/06294,22/04/2024
244090700,Casterton,650,URGS Application Successful Letter FC2024/06296,22/04/2024
9231311650,Port Fairy,420.2,URGS Application Successful Letter FC2024/06298,22/04/2024
5206150800,Warrnambool,244.08,URGS Application Successful Letter FC2024/06301,22/04/2024
5207741850,Warrnambool,194.23,URGS Application Successful Letter FC2024/06304,22/04/2024
5210730200,Warrnambool,131.5,URGS Application Successful Letter FC2024/06305,22/04/2024
9331302200,Portland,383.37,URGS Application Successful Letter FC2024/06306,22/04/2024
9331910300,Portland,210.27,URGS Application Successful Letter FC2024/06308,22/04/2024
9332513350,Portland,207.43,URGS Application Successful Letter FC2024/06311,22/04/2024
5200330200,Warrnambool,650,URGS Application Successful Letter FC2024/06315,22/04/2024
5200441550,Warrnambool,179.96,URGS Application Successful Letter FC2024/06316,22/04/2024
5208620575,Dennington,224.69,URGS Application Successful Letter - FC2024/06557,29/04/2024
3205451150,Koroit,191.62,URGS Application Successful Letter - FC2024/06559,29/04/2024
740775100,Hamilton,243.83,URGS Application Successful Letter - FC2024/06575,29/04/2024
5203480950,Warrnambool,NULL,URGS Application Successful Letter,7/05/2024
5203920850,Warrnambool,650,URGS Application Successful Letter - FC2024/07036,7/05/2024
741664300,Hamilton,200.76,URGS Application Successful Letter - FC2024/07040,7/05/2024
5206951500,Warrnambool,650,URGS Application Successful Letter - FC2024/07045,7/05/2024
5200080775,Warrnambool,342.1,URGS Application Successful Letter - FC2024/07047,7/05/2024
5206491550,Warrnambool,40.43,URGS Application Successful Letter - FC2024/07047,7/05/2024
9133183000,Heywood,387.7,URGS Application Successful Letter - FC2024/07047,7/05/2024
5205520850,Warrnambool,228.51,URGS Application Successful Letter FC2024/07094,8/05/2024
5212472050,Dennington,182.44,URGS Application Successful Letter FC2024/07097,8/05/2024
9331000300,Portland,605.4,URGS Application Successful Letter FC2024/07106,8/05/2024
9330633750,Portland,341.06,URGS Application Successful Letter FC2024/07109,8/05/2024
9330450650,Portland,148.75,URGS Application Successful Letter FC2024/07112,8/05/2024
9332030250,Portland,421.9,URGS Application Successful Letter - FC2024/07120,8/05/2024
740200200,Hamilton,164.15,URGS Application Successful Letter FC2024/07458,14/05/2024
742277600,Hamilton,483.13,URGS Application Successful Letter FC2024/07459,14/05/2024
2208450200,Camperdown,189.53,URGS Application Successful Letter FC2024/07460,14/05/2024
2608300100,Caramut,650,URGS Application Successful Letter FC2024/07462,14/05/2024
5200660350,Warrnambool,472.98,URGS Application Successful Letter FC2024/07464,14/05/2024
5204310700,Warrnambool,149.65,URGS Application Successful Letter FC2024/07469,14/05/2024
5211390150,Warrnambool,650,URGS Application Successful Letter FC2024/07476,14/05/2024
5215420010,Warrnambool,81.51,URGS Application Successful Letter FC2024/07477,14/05/2024
9131260300,Heywood,246.53,URGS Application Successful Letter FC2024/07478,14/05/2024
9331971800,Portland,221.33,URGS Application Successful Letter FC2024/07479,14/05/2024
9333601400,Portland,575.62,URGS Application Successful Letter FC2024/07480,14/05/2024
5211550000,Dennington,NULL,URGS Application Successful Letter,14/05/2024
9133310100,Heywood,156.95,URGS Application Successful Letter FC2024/07484,14/05/2024
743991450,Hamilton,NULL,URGS Application Successful Letter,14/05/2024
2201011300,Camperdown,180.76,URGS Application Successful Letter - FC2024/07719,21/05/2024
2205120800,Camperdown,181.17,URGS Application Successful Letter - FC2024/07722,21/05/2024
5206120300,Warrnambool,43.25,URGS Application Successful Letter - FC2024/07723,21/05/2024
5212410300,Warrnambool,605.55,URGS Application Successful Letter - FC2024/07726,21/05/2024
9332660850,Portland,192.1,URGS Application Successful Letter - FC2024/07729,21/05/2024
3408010525,Lismore,650,URGS Application Successful Letter - FC2024/07986,27/05/2024
741430650,Hamilton,650,URGS Application Successful Letter - FC2024/07989,27/05/2024
5207220450,Warrnambool,463.58,URGS Application Successful Letter - FC2024/07990,27/05/2024
9231310750,Port Fairy,488.43,URGS Application Successful Letter - FC2024/07991,27/05/2024
5209022200,Dennington,342.95,URGS Application Successful Letter - FC2024/08004,28/05/2024
5200441550,Warrnambool,NULL,URGS Application Successful Letter,28/05/2024
5200441550,Warrnambool,183.95,URGS Application Successful Letter - FC2024/08013,28/05/2024
5200301500,Warrnambool,323.98,URGS Application Successful Letter - FC2024/08016,28/05/2024
3404520700,Lismore,301.42,URGS Application Successful Letter - FC2024/08017,28/05/2024
2210680525,Camperdown,425.48,URGS Application Successful Letter - FC2024/08022,28/05/2024
2202011550,Camperdown,650,URGS Application Successful Letter - FC2024/08029,28/05/2024
941830350,Merino,650,URGS Application Successful Letter - FC2024/08030,28/05/2024
741453400,Hamilton,597.76,URGS Application Successful Letter FC2024/08037,28/05/2024
741910450,Hamilton,220.94,URGS Application Successful Letter FC2024/08038,28/05/2024
5211062800,Warrnambool,203.51,URGS Application Successful Letter - FC2024/08309,3/06/2024
9331302200,Portland,266.63,URGS Application Successful Letter - FC2024/08310,3/06/2024
9332470200,Portland,650,URGS Application Successful Letter - FC2024/08994,13/06/2024
9230040600,Port Fairy,140.73,URGS Application Successful Letter - FC2024/08995,13/06/2024
5213620260,Warrnambool,263.45,URGS Application Successful Letter - FC2024/08998,13/06/2024
5211100400,Warrnambool,650,URGS Application Successful Letter - FC2024/09005,13/06/2024
5207900200,Warrnambool,650,URGS Application Successful Letter - FC2024/09018,13/06/2024
5207741850,Warrnambool,187.46,URGS Application Successful Letter - FC2024/09019,13/06/2024
5207551800,Warrnambool,650,URGS Application Successful Letter - FC2024/09021,13/06/2024
5206081500,Warrnambool,501.32,URGS Application Successful Letter - FC2024/09023,13/06/2024
5202970050,Warrnambool,240.65,URGS Application Successful Letter - FC2024/09027,13/06/2024
5200440900,Warrnambool,336.54,URGS Application Successful Letter - FC2024/09028,13/06/2024
741110350,Hamilton,206.64,URGS Application Successful Letter - FC2024/09029,13/06/2024
740775100,Hamilton,NULL,URGS Application Successful Letter,17/06/2024
5200662550,Warrnambool,575,URGS Application Successful Letter - FC2024/09669,24/06/2024
9232902750,Port Fairy,434.22,URGS Application Successful Letter - FC2024/09674,24/06/2024
742320800,Hamilton,381.04,URGS Application Successful Letter - FC2024/10150,2/07/2024
9132890500,Heywood,650,URGS Application Successful Letter - FC2024/10150,2/07/2024
2411220350,Camperdown,650,URGS Application Successful Letter FC2024/10478,9/07/2024
5202701450,Warrnambool,365.26,URGS Application Successful Letter FC2024/10479,9/07/2024
744243350,Hamilton,650,URGS application Successful Letter FC2024/10481,9/07/2024
5203160015,Warrnambool,60.31,URGS Application Successful Letter FC2024/10483,9/07/2024
5206952050,Warrnambool,430.32,URGS Application Successful Letter FC2024/10489,9/07/2024
5207425620,Warrnambool,428.65,URGS Application Successful Letter FC2024/10493,9/07/2024
9331850400,Portland,650,URGS Application Successful Letter FC2024/10495,9/07/2024
5205560500,Warrnambool,NULL,URGS Application Successful Letter,9/07/2024
9133290200,Heywood,582.55,URGS Application Successful Letter FC2024/10497,9/07/2024
740190200,Hamilton,650,URGS Application Successful Letter - FC2024/10803,15/07/2024
744140400,Hamilton,650,URGS Application Successful Letter - FC2024/10805,15/07/2024
3603401275,Mortlake,650,URGS Application Successful Letter - FC2024/10807,15/07/2024
3007351200,Cobden,599.92,URGS Application Successful Letter - FC2024/10808,15/07/2024
5200480600,Warrnambool,402.43,URGS Application Successful Letter - FC2024/10809,15/07/2024
5200660350,Warrnambool,137.73,URGS Application Successful Letter - FC2024/11239,22/07/2024
741910450,Hamilton,429.06,URGS Application Successful Letter - FC2024/11241,22/07/2024
5200662550,Warrnambool,75,URGS Application Successful Letter - FC2024/11253,22/07/2024
243830550,Casterton,129.09,URGS Application Successful Letter FC2024/11644,29/07/2024
5212472050,Dennington,180.36,URGS Application Successful Letter FC2024/11653,29/07/2024
743812400,Hamilton,252.4,URGS Application Successful Letter FC2024/11656,29/07/2024
3000050150,Cobden,617.62,URGS Application Successful Letter FC2024/11658,29/07/2024
5205370350,Warrnambool,650,URGS Application Successful Letter FC2024/11666,29/07/2024
5209022200,Dennington,147.83,URGS Application Successful Letter FC2024/11668,29/07/2024
5209581100,Warrnambool,200.15,URGS Application Successful Letter FC2024/11669,29/07/2024
5211550000,Dennington,90.45,URGS Application Successful Letter FC2024/11670,29/07/2024
740970600,Hamilton,276.65,URGS Application Successful Letter,5/08/2024
5204310700,Warrnambool,397.33,URGS Application Successful Letter FC2024/12059,5/08/2024
5207530100,Warrnambool,218.16,URGS Application Successful Letter FC2024/12063,5/08/2024
9033830700,Dartmoor,281.99,URGS Application Successful Letter FC2024/12065,5/08/2024
9232902750,Port Fairy,215.78,URGS Application Successful Letter FC2024/12067,5/08/2024
9330632400,Portland,650,URGS Application Successful Letter FC2024/12069,5/08/2024
9331910300,Portland,182.19,URGS Application Successful Letter FC2024/12070,5/08/2024
244070250,Casterton,650,URGS Application Successful Letter FC2024/12071,5/08/2024
742980050,Hamilton,559.51,URGS Application Successful Letter - FC2024/12451,13/08/2024
2011405150,Allansford,261.65,URGS Application Successful Letter - FC2024/12453,13/08/2024
2208450200,Camperdown,78.69,URGS Application Successful Letter - FC2024/12455,13/08/2024
2210680525,Camperdown,167.42,URGS Application Successful Letter - FC2024/12456,13/08/2024
5202970050,Warrnambool,206.14,URGS Application Successful Letter - FC2024/12458,13/08/2024
441460050,Coleraine,475.59,URGS Application Successful Letter - FC2024/13527,29/08/2024
5206250150,Warrnambool,602.23,URGS Application Successful Letter - FC2024/13715,3/09/2024
5207741850,Warrnambool,178.33,URGS Application Successful Letter FC2024/14106,10/09/2024
5200480600,Warrnambool,185.45,URGS Application Successful Letter - FC2024/14533,17/09/2024
9330760250,Portland,650,URGS Application Successful Letter - FC2024/14540,17/09/2024
5207530100,Warrnambool,268.16,URGS Application Successful Letter - FC2024/14542,17/09/2024
9332741400,Portland,NULL,URGS Application Successful Letter,17/09/2024
5207423100,Warrnambool,216.05,URGS Application Successful Letter - FC2024/14879,23/09/2024
9214360300,Port Fairy,563.09,URGS Application Successful Letter FC2024/15348,30/09/2024
2408180400,Camperdown,134.83,URGS Application Successful Letter FC2024/15349,30/09/2024
5211050350,Warrnambool,186.25,URGS Application Successful Letter FC2024/15351,30/09/2024
243700500,Casterton,650,URGS Application Successful Letter FC2024/16055,15/10/2024
243211450,Casterton,417.69,URGS Application Successful Letter FC2024/16058,15/10/2024
5210430400,Warrnambool,650,URGS Application Successful Letter FC2024/16073,15/10/2024
4800760650,Terang,204.16,URGS Application Successful Letter - FC2024/16075,15/10/2024
5209561200,Warrnambool,163.89,URGS Application Successful Letter FC2024/16074,15/10/2024
5202050050,Warrnambool,157.48,URGS Application Successful Letter FC2024/16077,15/10/2024
2011405150,Allansford,191.16,URGS Application Successful Letter - FC2024/16078,15/10/2024
444470500,Coleraine,650,URGS Application Successful Letter FC2024/16079,15/10/2024
3600920560,Mortlake,218.37,URGS Application Successful Letter - FC2024/16080,15/10/2024
2209141850,Camperdown,321.26,URGS Application Successful Letter - FC2024/16083,15/10/2024
444730800,Coleraine,627.11,URGS Application Successful Letter FC2024/16086,15/10/2024
2206870325,Camperdown,144.24,URGS Application Successful Letter - FC2024/16090,15/10/2024
544350550,Dunkeld,650,URGS Application Successful Letter FC2024/16088,15/10/2024
444735100,Coleraine,650,URGS Application Successful Letter FC2024/16094,16/10/2024
4807020750,Terang,192.08,URGS Application Successful Letter - FC2024/16095,16/10/2024
740000350,Hamilton,396.78,URGS Application Successful Letter FC2024/16097,16/10/2024
4806390300,Terang,159.31,URGS Application Successful Letter - FC2024/16098,16/10/2024
740970600,Hamilton,121.2,URGS Application Successful Letter FC2024/16099,16/10/2024
5209260350,Warrnambool,650,URGS Application Successful Letter - FC2024/16100,16/10/2024
744711850,Hamilton,426.49,URGS Application Successful Letter - FC2024/16111,16/10/2024
741110350,Hamilton,222.35,URGS Application Successful Letter FC2024/16107,16/10/2024
743160075,Hamilton,181.73,URGS Application Successful Letter FC2024/16112,16/10/2024
744630850,Hamilton,650,URGS Application Successful Letter - FC2024/16115,16/10/2024
742970700,Hamilton,100.52,URGS Application Successful Letter FC2024/16114,16/10/2024
5200430550,Warrnambool,210.04,URGS Application Successful Letter - FC2024/16117,16/10/2024
743680100,Hamilton,562.67,URGS Application Successful Letter FC2024/16116,16/10/2024
744080550,Hamilton,NULL,URGS Application Successful Letter,16/10/2024
744292500,Hamilton,289.55,URGS Application Successful Letter - FC2024/16119,16/10/2024
5200950500,Warrnambool,650,URGS Application Successful Letter - FC2024/16154,16/10/2024
5201040600,Warrnambool,202.97,URGS Application Successful Letter - FC2024/16155,16/10/2024
5202684300,Warrnambool,530.95,URGS Application Successful Letter - FC2024/16157,16/10/2024
5200443800,Warrnambool,185.52,URGS Application Successful Letter - FC2024/16159,16/10/2024
5206120300,Warrnambool,30.14,URGS Application Successful Letter - FC2024/16163,16/10/2024
9332765100,Portland,449.27,URGS Application Successful Letter - FC2024/16164,16/10/2024
5207631550,Warrnambool,251.82,URGS Application Successful Letter - FC2024/16164,16/10/2024
9332412000,Portland,NULL,URGS Application Successful Letter,16/10/2024
5208620575,Dennington,203.4,URGS Application Successful Letter - FC2024/16168,16/10/2024
5208800360,Warrnambool,198.85,URGS Application Successful Letter - FC2024/16169,16/10/2024
5204280550,Warrnambool,650,URGS Application Successful Letter - FC2024/16170,16/10/2024
9331971250,Portland,635.07,URGS Application Successful Letter FC2024/16172,16/10/2024
9232900220,Port Fairy,650,URGS Application Successful Letter - FC2024/16174,16/10/2024
9332410350,Portland,165.15,URGS Application Successful Letter FC2024/16178,16/10/2024
9231311200,Port Fairy,625.9,URGS Application Successful Letter - FC2024/16179,16/10/2024
5208781000,Warrnambool,650,URGS Application Successful Letter FC2024/16180,16/10/2024
9131290450,Heywood,650,URGS Application Successful Letter - FC2024/16183,16/10/2024
9331847800,Portland,220.94,URGS Application Successful Letter FC2024/16184,16/10/2024
9331301380,Portland,329.44,URGS Application Successful Letter - FC2024/16185,16/10/2024
5207220450,Warrnambool,363.69,URGS Application Successful Letter FC2024/16186,16/10/2024
9132322600,Heywood,650,URGS Application Successful Letter - FC2024/16188,16/10/2024
9330882950,Portland,650,URGS Application Successful Letter FC2024/16189,16/10/2024
9330691200,Portland,304.52,URGS Application Successful Letter - FC2024/16210,17/10/2024
5211450330,Warrnambool,555.04,URGS Application Successful Letter - FC2024/16212,17/10/2024
5211480860,Dennington,244.87,URGS Application Successful Letter - FC2024/16215,17/10/2024
8107670725,Carpendeit,650,URGS Application Successful Letter - FC2024/16217,17/10/2024
9131150750,Heywood,181.5,URGS Application Successful Letter - FC2024/16219,17/10/2024
9332681050,Portland,566.6,URGS Application Successful Letter - FC2024/16222,17/10/2024
841290200,Macarthur,NULL,URGS Application Successful Letter,21/10/2024
3202522650,Koroit,650,URGS Application Successful Letter FC2024/16356,21/10/2024
5206951650,Warrnambool,356.54,URGS Application Successful Letter FC2024/16357,21/10/2024
9330300500,Portland,257.2,URGS Application Successful Letter FC2024/16359,21/10/2024
942440350,Merino,650,URGS Application Successful Letter FC2024/16360,21/10/2024
243211450,Casterton,110.93,URGS Application Successful Letter - FC2024/16822,29/10/2024
4800760650,Terang,238.69,URGS Application Successful Letter - FC2024/16824,29/10/2024
5206151500,Warrnambool,560.87,URGS Application Successful Letter - FC2024/16825,29/10/2024
5207631550,Warrnambool,313.42,URGS Application Successful Letter - FC2024/16827,29/10/2024
5209022200,Dennington,159.22,URGS Application Successful Letter - FC2024/16830,29/10/2024
9131151400,Heywood,650,URGS Application Successful Letter - FC2024/16831,29/10/2024
5209561200,Warrnambool,69.24,URGS Application Successful Letter - FC2024/16834,29/10/2024
740970300,Hamilton,404.7,URGS Application Successful Letter - FC2024/16835,29/10/2024
5211480860,Dennington,230.12,URGS Application Successful Letter FC2024/16837,29/10/2024
9331331250,Portland,184.66,URGS Application Successful Letter FC2024/17170,5/11/2024
9331320950,Portland,578.62,URGS Application Successful Letter FC2024/17172,5/11/2024
9231311200,Port Fairy,24.1,URGS Application Successful Letter FC2024/17173,5/11/2024
5206200100,Warrnambool,423.44,URGS Application Successful Letter FC2024/17175,5/11/2024
5202702750,Warrnambool,166.47,URGS successful letter issued FC2024/17177,5/11/2024
3600920560,Mortlake,286.22,URGS Application Successful Letter FC2024/17182,5/11/2024
742221350,Hamilton,167.46,URGS letter issued FC2024/17183,5/11/2024
743192000,Hamilton,205.56,URGS Application Successful Letter FC2024/17194,5/11/2024
2206870325,Camperdown,126.66,URGS Application Successful Letter - FC2024/17424,11/11/2024
5206081500,Warrnambool,84.9,URGS Application Successful Letter - FC2024/17426,11/11/2024
741620850,Hamilton,195.79,URGS Application Successful Letter - FC2024/17427,11/11/2024
2206731750,Camperdown,650,URGS Application Successful Letter - FC2024/17430,11/11/2024
2203851200,Camperdown,568.17,URGS Application Successful Letter - FC2024/17432,11/11/2024
442872900,Coleraine,274,URGS Application Successful Letter - FC2024/17936,21/11/2024
742278320,Hamilton,650,URGS Application Successful Letter - FC2024/17939,21/11/2024
3004540150,Cobden,628.39,URGS Application Successful Letter - FC2024/17941,21/11/2024
3008370350,Cobden,444.23,URGS Application Successful Letter - FC2024/17943,21/11/2024
3009880050,Cobden,216.14,URGS Application Successful Letter - FC2024/17944,21/11/2024
3603360550,Mortlake,650,URGS Application Successful Letter - FC2024/17945,21/11/2024
5204000350,Warrnambool,650,URGS Application Successful Letter - FC2024/17952,21/11/2024
5204600050,Warrnambool,650,URGS Application Successful Letter - FC2024/17953,21/11/2024
5208803160,Warrnambool,177.17,URGS Application Successful Letter - FC2024/17954,21/11/2024
5209561200,Warrnambool,58.47,URGS Application Successful Letter - FC2024/17955,21/11/2024
5210711250,Warrnambool,293.9,URGS Application Successful Letter - FC2024/17957,21/11/2024
9330691200,Portland,260.08,URGS Application Successful Letter - FC2024/17958,21/11/2024
9331301380,Portland,206.31,URGS Application Successful Letter - FC2024/17961,21/11/2024
9330300500,Portland,124.54,URGS Application Successful Letter FC2024/18222,27/11/2024
9331210300,Portland,226.83,URGS Application Successful Letter FC2024/18227,27/11/2024
5206250150,Warrnambool,47.77,URGS Application Successful Letter FC2024/18230,27/11/2024
9333650500,Portland,650,URGS Application Successful Letter FC2024/18234,27/11/2024
9333631650,Portland,218.04,URGS Application Successful Letter - FC2024/18600,4/12/2024
5200440900,Warrnambool,302.42,URGS Application Successful Letter - FC2024/18608,4/12/2024
5200443800,Warrnambool,194.43,URGS Application Successful Letter - FC2024/18612,4/12/2024
9333240050,Portland,650,URGS Application Successful Letter - FC2024/18618,4/12/2024
9331481650,Portland,439.71,URGS Application Successful Letter - FC2024/18621,4/12/2024
242991100,Casterton,410.88,URGS Application Successful Letter - FC2024/18626,4/12/2024
5207530100,Warrnambool,222.94,URGS Application Successful Letter - FC2024/18630,4/12/2024
5207741850,Warrnambool,89.98,URGS Application Successful Letter - FC2024/18633,4/12/2024
5210090550,Warrnambool,650,URGS Application Successful Letter - FC2024/18634,4/12/2024
9033830700,Dartmoor,96.28,URGS Application Successful Letter - FC2024/18638,4/12/2024
9330490900,Portland,650,URGS Application Successful Letter - FC2024/18641,4/12/2024
9214360300,Port Fairy,86.91,URGS Application Successful Letter - FC2024/18652,4/12/2024
741110350,Hamilton,211.48,URGS Application Successful Letter - FC2024/19015,12/12/2024
5206951200,Warrnambool,650,URGS Application Successful Letter - FC2024/19016,12/12/2024
5206952050,Warrnambool,104.36,URGS Application Successful Letter - FC2024/19019,12/12/2024
444470150,Coleraine,205.95,URGS Application Successful Letter - FC2024/19025,12/12/2024
9330341400,Portland,82.25,URGS Application Successful Letter - FC2024/19026,12/12/2024
740401750,Hamilton,650,URGS Application Successful Letter FC2024/19345,17/12/2024
740775100,Hamilton,196.45,URGS Application Successful Letter FC2024/19348,17/12/2024
