fk_financial_year,month,pk_porg,pk_account,pension_type_desc,amt_debit
201920,12,93630,30079758,Social Security,7.05
201819,12,127909,30074337,Health Card,3.96
202122,12,46851,10011958,Social Security,139.16
201920,12,97566,30071024,Social Security,0
202324,12,150945,30115027,Social Security,0
201819,12,112114,30090124,Social Security,0
202021,12,50899,30058561,Social Security,0
202324,12,82599,30032967,Social Security,160.34
202425,12,98028,30037860,Social Security,80.12
201920,12,55690,10018533,Social Security,0
201718,12,82344,30032709,Social Security,0
201718,12,16398,10016185,Social Security,470.09
202223,12,86064,30036631,NULL,340.22
201819,12,60818,30018285,Social Security,0
201718,12,133431,30084225,Health Card,0
202425,12,84870,30035009,Social Security,216.19
202425,12,87599,30038178,Social Security,220.66
201920,12,142755,10022307,Social Security,0
202223,12,44726,30005606,Social Security,19.19
202324,12,11749,30048655,Health Card,0
201819,12,53601,30089520,Social Security,0.34
202425,12,102167,30038772,Social Security,205.34
202223,12,39324,10020798,Social Security,0
201718,12,27326,30002326,Social Security,794.96
202021,12,43822,30095263,Social Security,3.7
202324,12,141771,30037102,Social Security,208.07
202324,12,138532,30112771,Social Security,77.09
201718,12,115747,30039034,Social Security,49.17
201819,12,14609,10014508,Social Security,158.77
202223,12,87571,30038150,Social Security,186
202021,12,28601,10022474,Social Security,241.93
202425,12,120326,10022405,Social Security,79.68
201920,12,53511,10006471,Social Security,0
202021,12,149954,30101718,Social Security,326.02
202425,12,66234,30026459,Health Card,0
202425,12,155297,30038673,Social Security,0
201920,12,3751,30005639,NULL,0
202324,12,150915,10007743,Health Card,0
201718,12,84949,30035507,Social Security,0
202021,12,82195,30032560,Social Security,0
202425,12,39440,30072715,Social Security,0
201819,12,27957,30061583,Social Security,0
201718,12,48036,30087716,Social Security,0
201920,12,42679,30080325,Social Security,148.37
201819,12,36481,10010086,Social Security,0
201819,12,87247,30052387,NULL,186.51
201819,12,51058,30005221,NULL,0
202223,12,6324,10007851,Social Security,151.7
202324,12,126901,30073486,Social Security,0
202425,12,131296,30100709,Health Card,73.98
202324,12,129258,10007271,Health Card,0
202223,12,61684,30019351,Social Security,0
202223,12,109443,30041926,Social Security,0
202021,12,51979,30013314,Social Security,0
202021,12,88894,30053803,Social Security,0
202021,12,17560,10017459,NULL,9.33
202223,12,119793,30104783,Social Security,0
201819,12,37940,10013314,Health Card,0
202223,12,25173,30083583,Social Security,16.07
202223,12,83819,30102294,Social Security,14.61
202324,12,65239,30023301,Social Security,0
202324,12,95386,30083879,Social Security,0
201819,12,35783,10008404,Social Security,145.83
201819,12,75920,30047637,Health Card,0
202324,12,119580,30113163,Health Card,0
202122,12,417,10000316,Social Security,0
202223,12,13010,10012909,Social Security,170.77
202425,12,25893,30054099,Social Security,0
202425,12,109221,30038217,Social Security,228.31
202021,12,39990,10022468,Social Security,0
201920,12,143142,30036333,Social Security,327.99
202122,12,54746,30013600,Social Security,187
201920,12,27400,30086678,Social Security,0
201920,12,85467,30036025,Social Security,199.58
202021,12,142555,30038489,Social Security,111.08
201920,12,26022,30001022,Social Security,0
201819,12,119463,10019551,Social Security,0
202223,12,137677,30033616,Health Card,0
201718,12,38538,10006290,Health Card,216.69
201718,12,87805,30038384,NULL,3841.42
202223,12,66942,30026606,Health Card,0
202223,12,35941,30043523,Social Security,0
202324,12,107790,30054614,Social Security,6.38
201920,12,140793,30057113,Social Security,0
201819,12,35190,30084920,Social Security,0
202122,12,152418,30106302,Health Card,1.01
201920,12,25979,30000979,Social Security,49.91
202021,12,138191,30094491,Social Security,0
202122,12,65704,30023789,Social Security,0
202122,12,18777,30037062,Social Security,189.59
202425,12,141394,30038879,Social Security,0
201920,12,89695,30078564,Health Card,0
202425,12,690,10000589,Social Security,0
202223,12,18159,10018058,Social Security,159.02
201819,12,124677,30083677,Health Card,0
201819,12,120227,30089105,Health Card,31.7
202021,12,100611,30047622,Health Card,0
201718,12,137655,30036893,Social Security,0
201718,12,137116,30088186,Social Security,0
202425,12,90068,30038153,Social Security,0
201819,12,26538,30068303,Social Security,690.45
202021,12,45797,30099119,Social Security,0
201819,12,951,10000850,Social Security,0
202223,12,150193,30004838,Social Security,0
201718,12,138911,30085754,Social Security,0
202425,12,106061,30018298,Health Card,0
201718,12,136179,30083018,Social Security,0
202021,12,118510,30091351,Social Security,138.51
202021,12,89375,30059723,Social Security,0
202223,12,35712,30097772,Social Security,4.74
202223,12,141404,30093163,Health Card,0
201819,12,75292,30018790,Social Security,0
202021,12,86600,30037175,Health Card,166.94
202122,12,156402,30022852,Social Security,0
201718,12,53616,10015546,Social Security,0
201718,12,65442,30023492,Social Security,0
201920,12,3825,10018019,Social Security,164.97
202021,12,34956,10008538,Social Security,78.98
202223,12,47993,30011413,Social Security,0
201718,12,53745,30046016,Health Card,0
202425,12,131057,30077454,Social Security,0
202021,12,65667,30023731,Social Security,0
202223,12,102863,10002488,Health Card,0
202324,12,37584,10019754,Social Security,0
202425,12,37900,10013250,Social Security,0
202223,12,115561,30061331,Social Security,0
202324,12,91554,30033450,Health Card,0
202122,12,117023,30034959,Social Security,0
201718,12,119419,30086301,Social Security,0
201718,12,87818,30038397,NULL,254.48
202021,12,148456,30096391,Health Card,0
201819,12,100432,30023666,Health Card,3138.97
201920,12,145436,30037764,Health Card,193.13
202223,12,136880,30105797,Health Card,0
201718,12,7710,10007609,Social Security,0
202021,12,81247,30031558,Social Security,175.2
202425,12,119026,30033846,Health Card,0
202425,12,165705,30036525,Social Security,32.13
202122,12,91224,30033885,Social Security,0
202021,12,89184,30034851,Social Security,1592.73
201819,12,53390,30055496,Social Security,4.73
202021,12,137200,30023566,Social Security,0
202425,12,98377,30031903,Health Card,0
202223,12,126741,30099975,Social Security,4.38
202223,12,148709,30107345,Health Card,19.73
201718,12,141578,30088542,Social Security,0
201819,12,107312,30090446,Social Security,30.71
201718,12,55386,30016794,Social Security,0
201819,12,18509,10018408,Health Card,140.18
201718,12,1877,30057610,Health Card,225.71
201920,12,46423,30090571,Health Card,18.74
202223,12,155884,30037363,Social Security,244.93
202324,12,160633,30114868,Social Security,0
201718,12,127068,30073489,Social Security,364.09
202122,12,124542,30070897,Health Card,2.55
202122,12,97815,30092827,Social Security,0
202122,12,18488,30079293,Health Card,0
202425,12,147440,30037036,Social Security,228.32
202122,12,89739,30095907,Health Card,0
202324,12,21840,10017486,Social Security,217.38
202324,12,90740,30038476,Social Security,234.91
202324,12,149284,30110703,Social Security,0
201718,12,138886,30085686,Social Security,87.38
202223,12,85315,10007960,Social Security,0
202021,12,54040,30093258,Health Card,0
201819,12,25256,30000256,Social Security,0
201819,12,86100,30036667,NULL,22.91
202021,12,149970,30098232,Health Card,0
202324,12,8662,10008561,Social Security,327.63
202425,12,91648,30118197,Health Card,0
201718,12,132255,30078767,Social Security,0
201920,12,140200,30018118,Social Security,0
201819,12,69892,30066571,Social Security,0
202122,12,144228,30100102,Social Security,56.34
202425,12,102986,30050272,Health Card,0
202324,12,89551,30089918,Social Security,0
202425,12,99941,30098602,Social Security,21.92
201819,12,71266,30092664,Health Card,3.93
202122,12,49156,30100263,Social Security,17.38
201819,12,3250,10003149,Social Security,0
201819,12,61268,30080696,Social Security,0
202122,12,135684,30082475,Social Security,0
202425,12,51494,30009960,Social Security,185.85
201920,12,147875,30095665,Health Card,9.96
201920,12,130437,30076864,Health Card,0
201920,12,94546,30056709,Social Security,0
202324,12,110163,30108985,Social Security,0
202021,12,80003,30036321,NULL,17.32
202324,12,91290,30034953,Social Security,137.82
202223,12,156155,30105280,Social Security,0
202021,12,63491,30021258,Health Card,198.51
201920,12,88163,30038744,Health Card,0
202021,12,127131,30073555,Health Card,0
202425,12,100535,30102648,Health Card,56.2
202324,12,105100,30036431,Health Card,515.93
202324,12,18603,10018502,Veteran,0
202021,12,86754,30037333,Social Security,192.2
201718,12,89018,30076784,Social Security,0
202223,12,148836,30096836,Health Card,0.34
201819,12,3009,10002908,Health Card,0
202122,12,115855,10019204,Social Security,0
201819,12,63035,30020769,Social Security,0
202122,12,98894,30079447,Health Card,0
202324,12,99341,10006070,Social Security,181
201819,12,27759,30002759,Health Card,0
202021,12,85958,30036525,Social Security,13.84
201819,12,138774,30086519,Social Security,0
202425,12,13327,10013226,Social Security,241.12
202223,12,129861,30076372,Social Security,0
202021,12,53511,10006471,Social Security,0
202122,12,21652,10021551,Social Security,209.7
201819,12,42792,30004240,Social Security,0
201718,12,74108,30020263,Health Card,0
202425,12,83933,30039281,Health Card,0
201920,12,139108,30097378,Social Security,604.58
201718,12,39955,10022408,Social Security,0
202021,12,129631,30026596,Social Security,0
202324,12,140569,30108035,Social Security,32.84
202021,12,138131,30094738,Social Security,0
202122,12,35491,10007811,Social Security,0
202425,12,123784,30097220,Health Card,0
202324,12,89645,30040227,Health Card,0
201819,12,35653,10008134,Health Card,189.25
202223,12,130910,30077337,Social Security,0
201920,12,1877,30057610,Health Card,185.43
201819,12,135545,30080238,Health Card,89.73
202324,12,106151,10005163,Health Card,0
202021,12,92241,30031961,Social Security,0
202223,12,126893,10010439,Social Security,196.31
202425,12,125269,30112306,Social Security,105.09
201920,12,50796,30088779,Social Security,0
201920,12,14481,10017069,NULL,3.71
202223,12,71046,30027573,Social Security,0
202122,12,136049,30099194,Social Security,7.85
202324,12,18337,10018236,NULL,224.75
201718,12,141337,30088396,Health Card,0
201718,12,115397,10015107,Health Card,270.65
202425,12,93824,30040868,Health Card,19.78
201819,12,46876,30093474,Social Security,84.32
202223,12,151828,30110449,Health Card,12.2
201718,12,25979,30000979,Social Security,0
201718,12,103091,30055543,Social Security,137.73
202223,12,788,10000687,Social Security,0
202425,12,4972,10004871,Health Card,0
202324,12,84870,30035009,Social Security,195.44
202425,12,30828,10004924,Social Security,921.15
202223,12,19307,10019206,Social Security,0
201718,12,111967,30041585,Social Security,0
201819,12,26706,30076649,Social Security,0
202223,12,139031,30085834,Health Card,0
201819,12,105042,10002444,Social Security,0
202021,12,126697,30073109,Social Security,0
201718,12,11569,30012190,Social Security,205.3
202223,12,28073,30099768,Social Security,263.64
202324,12,118943,30059574,Health Card,242.55
202425,12,71315,30018642,Social Security,0
201718,12,25665,30000665,Social Security,0
201718,12,63514,30021308,Social Security,0
202122,12,98401,30045776,Social Security,0
202223,12,54098,30095884,Health Card,0
202425,12,39315,10020773,Social Security,0
201920,12,89631,30040213,Social Security,0
201718,12,74992,30087769,Social Security,0
201819,12,19920,30088349,NULL,0
202324,12,155558,30104698,Social Security,189.32
202021,12,102375,30037772,Health Card,183.36
202223,12,82428,30032793,NULL,4.36
202324,12,115759,30031896,Health Card,615.4
202324,12,87221,30037800,Social Security,288.31
202324,12,60832,30104714,Health Card,0
202324,12,47456,10018983,Social Security,56.49
202223,12,36098,30082954,Health Card,0
202324,12,66646,30025119,Social Security,0
201920,12,115290,10022051,Health Card,0
202122,12,67232,30025858,Health Card,0
202425,12,143424,30039104,Social Security,117.79
201718,12,138373,10011090,Social Security,309.46
201718,12,27875,30051171,Social Security,0
202223,12,76516,30104090,Social Security,0
202324,12,103677,30104895,Social Security,36.87
202324,12,107845,30075730,Health Card,0
202425,12,12754,10012653,Social Security,0
202122,12,135506,10013034,Social Security,482.66
202021,12,27271,30051604,Health Card,0
202425,12,144357,30099889,Health Card,26.07
201718,12,86074,30036641,NULL,2.72
201718,12,76050,30029033,Social Security,0
201920,12,87914,30038495,Social Security,0
202021,12,92703,30059245,Health Card,0
202223,12,26177,10004192,Social Security,0
202425,12,13969,10013868,NULL,0.53
202021,12,18290,10018189,Social Security,0
202122,12,108769,30022633,Health Card,0
202425,12,27461,30086966,Social Security,0
202122,12,63690,10004162,NULL,150.08
202122,12,104990,30101128,Social Security,17.57
202324,12,142211,30022440,Health Card,958.05
202425,12,13454,10013353,Social Security,237.16
201718,12,109871,30038003,Social Security,185.1
202324,12,158762,30108123,Health Card,12.76
202122,12,27605,30106863,Social Security,0
201718,12,93630,30079758,Social Security,0
202425,12,95918,30106494,Social Security,0
202021,12,143173,30092114,Social Security,0
202122,12,123505,30021446,Social Security,0
202122,12,82834,30056936,Social Security,0
202223,12,107786,30081931,Social Security,0
201819,12,30962,10000110,Social Security,0
202324,12,103375,30071957,Social Security,0
201819,12,101436,30035412,Social Security,0
202122,12,121624,30036529,Social Security,0
202425,12,37684,10012783,Social Security,0
201920,12,27227,30056508,Social Security,4
202223,12,48349,30083692,Social Security,0
202021,12,735,30070060,Health Card,146.01
201718,12,19280,10019179,Social Security,0
201718,12,749,30072343,Social Security,0
201819,12,29100,30092816,Health Card,0
202324,12,5326,30037210,NULL,210.05
201920,12,110210,10015416,Social Security,0
202223,12,133767,30080496,Social Security,0
202425,12,90864,30038195,Social Security,218.48
202122,12,121264,30101640,Social Security,0
201819,12,69969,30083087,Social Security,0
201819,12,127366,30073758,Veteran,0
202021,12,28143,30003143,Social Security,34.69
202324,12,25385,30000385,Social Security,0
202425,12,115353,30111437,Social Security,85.98
201819,12,71664,30027983,Social Security,0
202122,12,46372,30092509,Social Security,0
201718,12,25187,30075505,Social Security,0
201819,12,90922,30036533,Social Security,0
202223,12,25776,10005316,Social Security,46.48
202223,12,80003,30030789,NULL,0
202425,12,111493,30074973,Social Security,0
202425,12,17078,10016977,Social Security,0
202425,12,113118,30017454,Social Security,0
201819,12,118214,30083611,Social Security,0
202021,12,93500,30032368,Health Card,0
202122,12,151674,30104072,Health Card,0
202324,12,60120,30018273,Health Card,91.52
202324,12,88361,30038943,NULL,152.4
201819,12,118165,30038599,Social Security,165.53
202122,12,149386,30097574,Health Card,85.45
202021,12,86744,30037319,Social Security,0
202324,12,70037,30113634,Health Card,57.35
201920,12,31011,10019800,Social Security,0
202021,12,84757,30035241,Social Security,0
202223,12,69144,30028730,Social Security,0
202324,12,123144,30023506,Social Security,0
202425,12,82824,30033203,Social Security,0
201819,12,54048,30078523,Social Security,0
201920,12,74136,30031897,Social Security,100
202122,12,157355,30106561,Health Card,1.01
202223,12,133564,30068640,Social Security,154.62
202223,12,44142,10016513,Social Security,0
202425,12,105804,10015740,Health Card,37.78
201819,12,133665,30080828,Social Security,589.1
202122,12,102593,30028043,Veteran,0
202425,12,122414,10005416,Health Card,0
202021,12,63346,30029511,Social Security,0
202122,12,62466,10019737,Health Card,0
202425,12,91912,30039335,Social Security,0
202021,12,145621,30095442,Social Security,580.14
202122,12,120227,30106512,Health Card,14.56
202324,12,68827,30026849,Social Security,0
201718,12,20877,10020776,Veteran,0
202021,12,88550,30039132,Social Security,0
201920,12,69983,30022152,Social Security,0
202122,12,49899,30046262,Social Security,1.01
202021,12,52383,30097792,Social Security,44.14
201920,12,124884,30071206,Social Security,0
202021,12,115884,30092303,Social Security,674.77
202021,12,89274,30050478,Social Security,0
202425,12,106842,30053853,Social Security,949.68
201718,12,30769,10018072,Social Security,177.71
201718,12,70347,30059549,Social Security,0
201920,12,115683,30077933,Social Security,52.25
202223,12,146945,30095677,Health Card,0
202425,12,155463,30022175,Health Card,0
202425,12,155892,30024740,Health Card,396.08
201819,12,80368,30030673,Social Security,0
202021,12,146741,10016902,Social Security,0
202122,12,70275,30078019,Social Security,42.54
201819,12,108043,10022064,Social Security,0
201819,12,112021,30038694,Social Security,218.14
202122,12,52957,10004109,Veteran,0
201718,12,38674,10017087,Social Security,178.76
202324,12,6324,10007851,Social Security,69.84
201819,12,33609,30052080,Social Security,146.02
201718,12,121412,30036639,Social Security,39.14
202122,12,113773,30055629,Health Card,6982.59
202425,12,156922,10015317,Health Card,196.01
201920,12,88869,30039451,Social Security,58.67
202223,12,86740,30037315,Social Security,121.47
202425,12,83361,30109442,Social Security,55.69
202223,12,81827,30032156,Social Security,0
202223,12,26358,30042926,Social Security,0
202324,12,5370,30030376,NULL,200.51
202324,12,42451,10004081,Health Card,0
202425,12,147628,30103036,Social Security,1201.03
201718,12,115142,30060968,Social Security,0
202223,12,119577,30076335,Social Security,20.46
202021,12,117007,30033405,Social Security,0
202021,12,93389,30014869,Social Security,0
201718,12,117956,30079121,Social Security,0
201819,12,27271,30051604,Health Card,0
202021,12,27815,10011481,Social Security,0
202324,12,116179,30091685,Social Security,0
201819,12,121842,30076911,Social Security,95.08
202021,12,89468,30040050,Social Security,0
201819,12,70353,30029230,Health Card,32.93
202122,12,133290,30037866,Social Security,166.22
202021,12,122780,30068688,Social Security,0
202425,12,116149,30061740,Social Security,0
202223,12,5123,10005022,Health Card,0
202223,12,80368,30030673,Social Security,0
201718,12,85965,30036532,Social Security,0
201819,12,11053,10010358,Social Security,0
202324,12,158158,30107520,Social Security,0
202021,12,139733,30086563,Social Security,6.38
202021,12,124805,30087806,Social Security,0
202324,12,50481,30109069,Health Card,0
201718,12,131717,30078488,Health Card,0
202425,12,13855,10002859,Health Card,0
202425,12,83207,30035226,Social Security,173.58
201819,12,93682,30085323,Social Security,0
201718,12,1536,30085522,Social Security,60.37
201920,12,32072,10000208,Social Security,0
202122,12,95918,30106494,Social Security,0
202324,12,66618,30025086,Social Security,285.59
201920,12,25364,30095533,Social Security,975.92
201920,12,143327,30065954,Social Security,147.91
202324,12,87270,30037849,Social Security,0
202425,12,156840,30038288,Health Card,230.51
202021,12,66953,30025523,Social Security,15
202223,12,44460,10018170,Health Card,163.35
202324,12,109561,30097961,Social Security,60.56
201920,12,5326,30036288,NULL,0
202324,12,38814,30066004,Health Card,235.6
202324,12,149874,10015467,Social Security,41.36
201718,12,125240,30071576,Social Security,0
202324,12,93008,30035437,Social Security,0
201819,12,126309,30078501,Health Card,0
201819,12,128598,30075089,Social Security,0
202021,12,18049,10017948,Social Security,175.2
202021,12,107600,10019381,Health Card,0
202425,12,35294,10007397,Social Security,192.59
201718,12,63338,30078037,Social Security,0
202223,12,37127,10012729,Social Security,0
202324,12,25600,10004255,Health Card,0
201718,12,126165,30084418,Social Security,0
201819,12,99463,30046815,Social Security,0
202425,12,135506,10013034,Social Security,21.96
202425,12,139677,30111985,Social Security,3.27
202223,12,156414,30028720,Health Card,0
202425,12,18654,30037146,NULL,622.99
201718,12,73528,30073879,Social Security,0
202425,12,87108,30037687,Veteran,171.85
201718,12,130159,30081947,Social Security,0
201920,12,140836,30097094,Social Security,0
201718,12,120744,30066452,Health Card,179.44
201718,12,30758,10012649,Social Security,179.83
201920,12,138928,30085803,Social Security,0
202425,12,50615,30039330,Social Security,42.71
202324,12,148848,30096918,Social Security,31.1
202021,12,101108,30081236,Health Card,124.77
201819,12,14168,10014067,Social Security,0
201920,12,19824,10019723,Social Security,0
202122,12,52607,30072349,Social Security,0
202425,12,100128,30079761,Social Security,47.79
202122,12,91014,30038120,Social Security,168.51
201718,12,71087,30085235,Social Security,0
202324,12,129177,10021151,Social Security,0
202223,12,84227,30034696,Social Security,0
202324,12,107670,30031325,Social Security,0
201920,12,18955,30011563,Social Security,0
201819,12,84993,30035551,Social Security,178.3
202223,12,134515,30038204,Social Security,187.82
202021,12,61484,30013602,Social Security,150.86
202425,12,18853,10018752,Social Security,54.86
202324,12,18558,10018457,Social Security,193.61
202425,12,141660,30029528,Social Security,2.87
201718,12,76604,30048271,Social Security,0
201718,12,125030,30077959,Social Security,0
202425,12,131302,30077772,Social Security,43.67
201920,12,137549,30084346,Social Security,0
202122,12,43419,30041486,Health Card,268.19
202324,12,86066,30036786,Health Card,0
202324,12,149088,30097128,Social Security,12.17
202021,12,140534,30087388,Social Security,0
201920,12,121578,10002033,Social Security,0
201819,12,114206,30060002,Social Security,3.99
201920,12,25698,30094336,Social Security,57.71
202021,12,108629,30100220,Social Security,0
201819,12,110641,30071204,Social Security,0
202425,12,50090,10021142,Social Security,0
202425,12,87676,30036978,NULL,628.25
202021,12,149386,30097574,Health Card,13.19
202425,12,45977,30059639,Health Card,0
202021,12,50615,30039330,Social Security,247.24
201718,12,21121,10021020,Social Security,2.55
201718,12,92211,30037806,Social Security,203.89
202425,12,143353,10011506,Health Card,197.73
201819,12,139608,30086457,Social Security,0
202425,12,126105,30026176,Social Security,0
201718,12,113901,30059778,Social Security,0
201718,12,88628,30039210,Health Card,65.22
202324,12,147828,30051372,Social Security,22.12
201718,12,28071,30075271,Social Security,0
202122,12,47567,30055195,Social Security,35.16
202223,12,142720,30089646,Health Card,0
202324,12,144680,10019285,Health Card,0
201819,12,21004,10020903,Social Security,0
202021,12,16021,10018582,Social Security,188.12
202021,12,16850,10021561,Health Card,0
202425,12,97288,30038543,Social Security,208.64
201718,12,123632,30086050,Social Security,0
201819,12,138994,30085850,Social Security,68.05
201819,12,19824,10019723,Social Security,0
201718,12,106234,30068500,Social Security,0
201718,12,130988,30077347,Social Security,0
202425,12,39368,10020897,Social Security,0
202021,12,150057,30101405,Health Card,39.58
201920,12,45193,30041010,Social Security,0
202122,12,91680,30038396,Health Card,198.46
201920,12,51058,10002312,NULL,0
202425,12,115441,10021236,Social Security,94.57
202021,12,130671,10017783,Social Security,121.09
201819,12,27494,30092245,Social Security,0
202425,12,123246,10010665,Social Security,187.62
201718,12,36601,30085712,Health Card,1.36
201819,12,115039,30059255,Social Security,0
202122,12,154525,30052083,Social Security,158.4
202021,12,95992,10004419,Health Card,277.11
202122,12,45001,30075218,Social Security,0
201718,12,39652,10021610,Health Card,362.7
202223,12,10078,30035502,Health Card,203.14
201819,12,104346,30051470,Health Card,0
201718,12,75364,30029968,Social Security,0
202021,12,93441,30073896,Social Security,6.73
202122,12,21550,10016537,NULL,995.41
202324,12,112349,30028388,Social Security,192.34
201920,12,107991,10019669,Social Security,0
202122,12,149393,10016837,Social Security,0
202324,12,131893,10013007,Health Card,0
201718,12,136832,30039379,Social Security,0
201819,12,134792,30038714,Health Card,301.32
202425,12,158998,30118586,Health Card,0
202021,12,89695,30078564,Health Card,0
201819,12,129491,30093877,Social Security,0
202425,12,31116,10015552,Social Security,87.74
202425,12,120341,30034982,Social Security,0
202425,12,86249,30036816,NULL,1231.4
201920,12,33399,10008719,Social Security,0
202223,12,70312,30028958,Social Security,0
202223,12,97857,30037801,Social Security,192.56
201718,12,127529,30073938,Social Security,38.08
201718,12,69815,30022408,Social Security,0
201819,12,144368,30092097,Social Security,0
202021,12,147380,30039023,Social Security,205.6
202122,12,92091,30038080,Veteran,217
202122,12,109006,30035843,Health Card,358.95
202223,12,111529,10010593,Health Card,0
202425,12,37599,10012547,Social Security,0
201819,12,18654,30036736,NULL,264.3
202021,12,143518,30021379,Health Card,0
202324,12,44865,30100745,Health Card,0
201718,12,6198,10006097,Social Security,202.51
201920,12,107691,30089035,Social Security,0
202223,12,72886,30017735,Social Security,0
202122,12,156686,10008943,Social Security,0
202324,12,118256,30112505,Health Card,33.21
201819,12,5653,10005552,Health Card,0
202122,12,4546,10010500,Social Security,0
202425,12,108214,30022472,Social Security,12.14
202223,12,94342,30018292,Social Security,0
202122,12,69777,30055808,Social Security,0
201819,12,134213,30072387,Social Security,122.35
201718,12,92337,30038845,Social Security,21.34
202324,12,117296,30106319,Social Security,49.57
202425,12,25588,30000588,Social Security,0
202425,12,130227,30022764,Social Security,100
201920,12,74936,30024555,Health Card,0
202122,12,25893,30054099,Social Security,0
202223,12,109914,30109521,Social Security,0
202425,12,104316,30041611,Social Security,2.53
202021,12,14202,10008128,Social Security,0
202122,12,94419,30094783,Social Security,0
202223,12,136589,30083302,Social Security,0
202223,12,106795,30110406,Social Security,0
201819,12,142898,30090191,Social Security,46.46
202122,12,136709,10015877,Health Card,0
202324,12,140667,30038697,Health Card,187.38
201819,12,140601,30087468,Social Security,0
202425,12,161456,10022037,Social Security,0
202425,12,154635,30033633,Social Security,368.58
201819,12,103432,30066057,Social Security,376.63
202122,12,26907,30001907,Social Security,0
202324,12,6411,10004269,Social Security,116.44
201718,12,43340,30081993,Health Card,0
201718,12,123922,30074980,Social Security,24.4
201920,12,27434,30002434,Social Security,27.37
202425,12,54746,30013600,Social Security,212.82
201920,12,136245,30083096,Social Security,0
202324,12,118501,30075260,Social Security,0
201819,12,142493,30089426,Social Security,3.93
202324,12,64428,30022393,Social Security,0
202425,12,139779,30036682,Social Security,34.66
201718,12,31332,10017406,Social Security,0
201718,12,139787,30086605,Health Card,0
201718,12,73261,30025066,Health Card,0
202021,12,4910,30047389,Social Security,0
202223,12,70161,30077285,Social Security,11.04
202223,12,158916,30108291,Health Card,7.72
202425,12,13457,10013356,Social Security,322.4
201718,12,102302,30086838,Social Security,0
201718,12,128309,30039011,Social Security,83.31
202122,12,137200,30023566,Social Security,380.29
202021,12,25594,30060437,Social Security,0
202425,12,22123,10020807,Social Security,0
201920,12,149271,30097437,Health Card,17.03
202021,12,120915,30099223,Social Security,82.34
201920,12,99082,30034123,Social Security,173.05
202021,12,119581,30065151,Social Security,0
202324,12,74135,30062104,Health Card,0
202223,12,55769,30000065,Social Security,0
202021,12,134515,30038204,Social Security,180.66
202223,12,129495,30075981,Social Security,0
202021,12,129065,30091987,Social Security,92.08
202122,12,44138,10000862,Health Card,0
202324,12,35712,30097772,Social Security,1.62
202324,12,21471,10021370,NULL,0
201718,12,81247,30031558,Social Security,198.13
201920,12,26591,30098167,Social Security,0
202324,12,136693,30087916,Social Security,1.72
201819,12,92718,10015036,Social Security,0
202425,12,128639,10004922,Health Card,468.09
201718,12,139893,30088076,Social Security,0
201920,12,4874,30005489,Social Security,190.98
202223,12,143361,30027603,Health Card,284.1
202425,12,37175,30004921,Social Security,0
201920,12,105690,30052809,Health Card,14.18
201718,12,70305,30028879,Health Card,0
202021,12,87217,30038098,Social Security,178.42
202324,12,143023,30114351,Health Card,215.1
202223,12,91554,30033450,Health Card,0
202021,12,147950,30034276,Social Security,0
202122,12,137373,30028346,Health Card,0
202425,12,133161,30031259,Social Security,384.53
202223,12,13890,30008528,Social Security,89.39
201920,12,95662,30092802,Health Card,0
202021,12,27520,30086938,Health Card,3.44
202324,12,139694,30031803,Social Security,264.43
202324,12,82889,30033271,Social Security,0
201920,12,113604,30074136,Social Security,0
202021,12,33334,30004348,Social Security,0
202223,12,106315,30060278,Health Card,4.11
202223,12,83600,30034022,Social Security,160.48
201920,12,111882,30022778,Health Card,0
202324,12,37391,10011954,Health Card,174.55
202324,12,142720,30089646,Health Card,0
201718,12,8531,30044514,Social Security,164.72
202324,12,10194,10010093,Social Security,0
201718,12,137558,30084368,Social Security,0
201920,12,82370,30033735,Social Security,132.83
201920,12,87982,30038563,Social Security,0
202122,12,116526,30062036,Social Security,0
202223,12,141722,10010124,Social Security,0
202425,12,15005,10014904,Social Security,0
202122,12,38213,10018489,Social Security,185.62
201718,12,14481,10019128,NULL,2.23
201718,12,120756,10013864,Social Security,0
201819,12,69621,30019181,Social Security,0
201819,12,81619,30031931,Social Security,0
201920,12,125566,10017789,Social Security,0
201920,12,76203,30073436,Health Card,0
202425,12,18252,10018151,Social Security,223.02
202122,12,47948,30055123,Social Security,37.55
202021,12,119178,30087788,Social Security,0
201718,12,29016,30003074,Health Card,0
202324,12,91870,30033822,Social Security,0
201718,12,129564,30085285,Social Security,60.81
202122,12,146958,30097963,Social Security,0
202122,12,86700,30037275,Social Security,39.32
202425,12,85376,30035934,Social Security,200.78
201819,12,85447,30036005,Social Security,243.04
202223,12,90767,30071604,Social Security,0
201920,12,124737,30088519,Social Security,26.26
201819,12,88451,30039033,Health Card,51.84
202122,12,34122,10004847,Social Security,0
202324,12,35510,10007840,Social Security,140.47
202425,12,161063,30037428,Social Security,239.07
201819,12,71289,30027644,Social Security,4.79
201920,12,100520,30047582,Social Security,23.01
202021,12,64878,30022832,Social Security,0
202122,12,142211,30022440,Health Card,2602.18
202324,12,133252,10005619,Health Card,216.32
202223,12,142073,30088954,Social Security,222.2
202425,12,110194,30056106,Health Card,0
202021,12,75577,30039419,Social Security,0
201718,12,91410,30035951,Social Security,0
201920,12,106616,30085911,Social Security,0
201920,12,85573,30036139,Social Security,141.51
202425,12,60583,30017947,Social Security,0
