pk_district,pk_account,description
52,30009080,Warrnambool
93,30118236,Portland
90,30107800,Dartmoor
7,30047756,Hamilton
20,30014535,Allansford
22,10022425,Camperdown
48,10015326,Terang
52,10008814,Warrnambool
52,30006023,Warrnambool
52,10000049,Warrnambool
48,10017301,Terang
52,10003985,Warrnambool
93,30023646,Portland
93,30025418,Portland
93,30025335,Portland
52,30120856,Warrnambool
7,30030916,Hamilton
52,10003962,Warrnambool
52,30114899,Warrnambool
93,30057054,Portland
48,10015303,Terang
22,10022508,Camperdown
7,30030856,Hamilton
7,30034769,Hamilton
52,10004022,Warrnambool
44,30006077,Purnim
52,30117063,Warrnambool
91,30018233,Heywood
7,30033080,Hamilton
52,30049744,Warrnambool
92,30043407,Port Fairy
52,10000215,Warrnambool
52,30064434,Warrnambool
2,30037903,Casterton
93,30025275,Portland
93,30027439,Portland
52,10003902,Warrnambool
30,10017104,Cobden Urban
52,30115005,Warrnambool
93,30023383,Portland
7,30034829,Hamilton
22,10022388,Camperdown
7,30106070,Hamilton
52,10012787,Warrnambool
93,30100669,Portland
52,30091075,Warrnambool
93,30029437,Portland
7,30076409,Hamilton
52,10000155,Warrnambool
7,30031082,Hamilton
52,30118955,Warrnambool
30,30114350,Cobden Urban
52,30117003,Warrnambool
22,10022305,Camperdown
52,10000012,Warrnambool
52,10006959,Warrnambool
93,30023466,Portland
24,10016466,Camperdown Rural
20,10014246,Allansford
13,30035798,Hamilton Pipeline
7,30049505,Hamilton
93,30027273,Portland
52,30111925,Warrnambool
7,30032900,Hamilton
52,10003819,Warrnambool
5,30106119,Dunkeld
92,30088150,Port Fairy
52,10009123,Warrnambool
93,30023526,Portland
30,10017164,Cobden Urban
52,10006876,Warrnambool
52,10009040,Warrnambool
20,30100443,Allansford
48,10015100,Terang
52,10002093,Warrnambool
92,30019823,Port Fairy
52,30118812,Warrnambool
52,10012870,Warrnambool
6,30036285,Glenthompson
7,30030999,Hamilton
52,10000275,Warrnambool
93,30042175,Portland
52,30103993,Warrnambool
92,30019763,Port Fairy
93,30025395,Portland
93,30027559,Portland
52,10012930,Warrnambool
52,30112068,Warrnambool
7,30033163,Hamilton
92,30019620,Port Fairy
52,10006816,Warrnambool
52,10008980,Warrnambool
52,10012727,Warrnambool
22,10022448,Camperdown
32,30114066,Koroit
52,10000072,Warrnambool
7,30030796,Hamilton
7,30032960,Hamilton
52,10009183,Warrnambool
93,30025312,Portland
93,30029580,Portland
7,30032628,Hamilton
52,10008851,Warrnambool
13,30085430,Hamilton Pipeline
93,30115631,Portland
38,30114577,Noorat & Glenormiston
52,10007208,Warrnambool
7,30030985,Hamilton
22,10022116,Camperdown
7,30034746,Hamilton
52,30101935,Warrnambool
52,10013059,Warrnambool
52,30118729,Warrnambool
93,30027522,Portland
52,30011032,Warrnambool
52,30016943,Warrnambool
93,30027462,Portland
52,30049827,Warrnambool
52,30053943,Warrnambool
52,30107906,Warrnambool
93,30115571,Portland
30,10017081,Cobden Urban
93,30029225,Portland
52,10013179,Warrnambool
93,30044044,Portland
7,30032688,Hamilton
48,10015432,Terang
52,30118789,Warrnambool
93,30109600,Portland
52,10008731,Warrnambool
91,30017961,Heywood
52,30107846,Warrnambool
34,30080906,Lismore & Derrinallum
52,10007148,Warrnambool
7,30032831,Hamilton
20,10014163,Allansford
48,10015635,Terang
92,30019892,Port Fairy
52,10004091,Warrnambool
52,10004294,Warrnambool
93,30029640,Portland
22,10022319,Camperdown
36,30041501,Mortlake
52,30078231,Warrnambool
91,30018164,Heywood
52,30010912,Warrnambool
52,10004234,Warrnambool
93,30111160,Portland
6,30036345,Glenthompson
22,10022236,Camperdown
91,30018044,Heywood
93,30029308,Portland
4,30036915,Coleraine
7,30031105,Hamilton
30,10017141,Cobden Urban
52,30116814,Warrnambool
93,30057924,Portland
13,30035821,Hamilton Pipeline
92,30019975,Port Fairy
93,30025169,Portland
48,10015575,Terang
52,30000564,Warrnambool
52,30115088,Warrnambool
22,10022176,Camperdown
7,30084447,Hamilton
93,30023397,Portland
93,30023111,Portland
64,10014114,Warrnambool Pipeline
6,30036262,Glenthompson
91,30018104,Heywood
52,10004174,Warrnambool
93,30120400,Portland
52,30043501,Warrnambool
7,30032545,Hamilton
52,10008768,Warrnambool
52,10007231,Warrnambool
92,30067503,Port Fairy
52,30118646,Warrnambool
22,10022033,Camperdown
7,30032748,Hamilton
92,30020178,Port Fairy
7,30051895,Hamilton
93,30023254,Portland
93,30027582,Portland
93,30029557,Portland
52,30049804,Warrnambool
52,30112197,Warrnambool
52,10013142,Warrnambool
52,30097152,Warrnambool
91,30018293,Heywood
93,30029188,Portland
52,10008874,Warrnambool
92,30084214,Port Fairy
52,10000109,Warrnambool
52,10004068,Warrnambool
93,30027545,Portland
52,30097212,Warrnambool
52,30049698,Warrnambool
36,30010329,Mortlake
52,10007185,Warrnambool
7,30030962,Hamilton
52,30112795,Warrnambool
52,30102018,Warrnambool
52,30015383,Warrnambool
7,30032711,Hamilton
52,10008934,Warrnambool
30,10017058,Cobden Urban
7,30031068,Hamilton
52,10013202,Warrnambool
52,30084119,Warrnambool
93,30023337,Portland
38,10017248,Noorat & Glenormiston
52,10007291,Warrnambool
7,30031271,Hamilton
48,10015409,Terang
24,30061097,Camperdown Rural
52,30112031,Warrnambool
22,10022139,Camperdown
52,10007125,Warrnambool
7,30030902,Hamilton
22,10020759,Camperdown
52,10008708,Warrnambool
52,10013036,Warrnambool
52,10004271,Warrnambool
22,10022342,Camperdown
7,30032854,Hamilton
92,30020072,Port Fairy
52,10004211,Warrnambool
22,10022259,Camperdown
52,30106060,Warrnambool
52,10008648,Warrnambool
20,30044007,Allansford
6,30036322,Glenthompson
52,30010889,Warrnambool
7,30031128,Hamilton
52,30116837,Warrnambool
52,10007351,Warrnambool
7,30032771,Hamilton
92,30019869,Port Fairy
48,10017218,Terang
52,30115171,Warrnambool
92,30019952,Port Fairy
10,30097404,Penshurst
93,30023480,Portland
93,30027748,Portland
22,10022199,Camperdown
91,30104593,Heywood
52,10012976,Warrnambool
52,30116754,Warrnambool
52,10013262,Warrnambool
7,30031045,Hamilton
52,10007268,Warrnambool
92,30020012,Port Fairy
92,30019809,Port Fairy
52,10000026,Warrnambool
52,30097438,Warrnambool
52,30010972,Warrnambool
7,30032914,Hamilton
52,30073365,Warrnambool
52,30107989,Warrnambool
6,30036239,Glenthompson
48,10015552,Terang
52,10007065,Warrnambool
7,30031188,Hamilton
52,10004354,Warrnambool
22,10022402,Camperdown
52,30097295,Warrnambool
93,30023277,Portland
7,30113326,Hamilton
22,10022056,Camperdown
38,10014334,Noorat & Glenormiston
48,10015349,Terang
52,10008791,Warrnambool
52,10013119,Warrnambool
91,30018270,Heywood
52,30116897,Warrnambool
40,10017655,Peterborough
52,10009312,Warrnambool
52,10004460,Warrnambool
7,30030464,Hamilton
52,10006687,Warrnambool
93,30024943,Portland
30,10016975,Cobden Urban
52,30064872,Warrnambool
93,30029059,Portland
7,30030524,Hamilton
52,30114507,Warrnambool
36,10019211,Mortlake
52,10012658,Warrnambool
36,30016048,Mortlake
52,10001775,Warrnambool
40,10017595,Peterborough
52,30086721,Warrnambool
93,30115677,Portland
24,10016277,Camperdown Rural
11,30038880,Sandford
7,30054228,Hamilton
52,10004340,Warrnambool
32,30065954,Koroit
48,10015801,Terang
52,30014636,Warrnambool
93,30022945,Portland
32,10018532,Koroit
7,30097554,Hamilton
52,10012598,Warrnambool
93,30028856,Portland
92,30070895,Port Fairy
52,10001715,Warrnambool
30,10016915,Cobden Urban
52,10002342,Warrnambool
93,30028916,Portland
52,30114650,Warrnambool
52,10001632,Warrnambool
52,30049163,Warrnambool
92,30019454,Port Fairy
7,30033269,Hamilton
93,30025086,Portland
52,10002545,Warrnambool
93,30049597,Portland
40,10017512,Peterborough
52,10002462,Warrnambool
46,10015918,Simpson
7,30033232,Hamilton
90,30041921,Dartmoor
52,10009455,Warrnambool
40,30047825,Peterborough
14,30038814,Konongwootong Pipeline
92,30112475,Port Fairy
36,10019294,Mortlake
7,30030381,Hamilton
36,10019778,Mortlake
52,10006604,Warrnambool
52,10012515,Warrnambool
93,30120792,Portland
46,10015978,Simpson
52,30006558,Warrnambool
32,10018449,Koroit
52,30041228,Warrnambool
52,30079897,Warrnambool
40,10017572,Peterborough
52,10009252,Warrnambool
30,10016855,Cobden Urban
52,30011636,Warrnambool
93,30027771,Portland
52,10002259,Warrnambool
52,10002402,Warrnambool
93,30023065,Portland
93,30027628,Portland
92,30088831,Port Fairy
52,10004377,Warrnambool
7,30112722,Hamilton
52,30120418,Warrnambool
7,30030584,Hamilton
52,10009395,Warrnambool
52,30104454,Warrnambool
7,30049339,Hamilton
52,30109618,Warrnambool
40,10017632,Peterborough
48,10015764,Terang
48,10015718,Terang
52,10002319,Warrnambool
36,10019695,Mortlake
30,10016998,Cobden Urban
93,30025750,Portland
93,30027914,Portland
52,10012575,Warrnambool
52,30056359,Warrnambool
7,30083760,Hamilton
93,30025856,Portland
52,10002379,Warrnambool
32,30094487,Koroit
24,10016300,Camperdown Rural
52,30006664,Warrnambool
92,30116932,Port Fairy
93,30027854,Portland
52,10006664,Warrnambool
7,30030441,Hamilton
52,10001858,Warrnambool
11,30038903,Sandford
93,30044482,Portland
93,30025690,Portland
52,30052217,Warrnambool
52,30043538,Warrnambool
40,30047802,Peterborough
32,30065977,Koroit
93,30029022,Portland
48,10015658,Terang
93,30060337,Portland
7,30030501,Hamilton
93,30073407,Portland
52,30075778,Warrnambool
36,10019234,Mortlake
93,30117941,Portland
52,30120335,Warrnambool
93,30025547,Portland
81,10014274,Carpendeit Water Works
30,10016938,Cobden Urban
52,10004483,Warrnambool
93,30025916,Portland
30,30051602,Cobden Urban
52,30075981,Warrnambool
52,10004257,Warrnambool
93,30111137,Portland
1,30037641,Balmoral
1,30037664,Balmoral
52,30114627,Warrnambool
7,30112496,Hamilton
93,30025109,Portland
32,30105476,Koroit
52,10001655,Warrnambool
52,30109761,Warrnambool
7,30074016,Hamilton
7,30041430,Hamilton
40,10017489,Peterborough
52,30030225,Warrnambool
36,10019815,Mortlake
52,30014673,Warrnambool
11,30038963,Sandford
93,30028999,Portland
52,30112363,Warrnambool
93,30059613,Portland
52,30080123,Warrnambool
48,10015598,Terang
52,30003979,Warrnambool
52,10004543,Warrnambool
52,10006581,Warrnambool
92,30064861,Port Fairy
36,10019755,Mortlake
52,30120455,Warrnambool
52,10012492,Warrnambool
52,30070010,Warrnambool
36,10019317,Mortlake
32,30012469,Koroit
52,10001798,Warrnambool
46,10015955,Simpson
52,30114544,Warrnambool
40,10017692,Peterborough
40,10017549,Peterborough
52,30004039,Warrnambool
52,10004400,Warrnambool
52,30004417,Warrnambool
52,30043478,Warrnambool
52,30056336,Warrnambool
40,30043314,Peterborough
52,30110139,Warrnambool
93,30029142,Portland
52,10009418,Warrnambool
22,30056743,Camperdown
30,10017021,Cobden Urban
48,10015741,Terang
52,10002236,Warrnambool
52,30083810,Warrnambool
81,10014357,Carpendeit Water Works
40,10017609,Peterborough
93,30022779,Portland
7,30033043,Hamilton
52,10009266,Warrnambool
52,10001881,Warrnambool
52,30117026,Warrnambool
93,30120898,Portland
52,30056322,Warrnambool
48,10015787,Terang
93,30025727,Portland
30,10016961,Cobden Urban
52,30097083,Warrnambool
36,10019197,Mortlake
52,30120787,Warrnambool
7,30030833,Hamilton
24,10016171,Camperdown Rural
52,30107431,Warrnambool
7,30033518,Hamilton
32,10018546,Koroit
52,10006793,Warrnambool
36,10019612,Mortlake
52,30011184,Warrnambool
90,30029266,Dartmoor
52,30011659,Warrnambool
52,10006378,Warrnambool
7,30033103,Hamilton
62,10013816,Terang Water Works
52,30099353,Warrnambool
52,30117561,Warrnambool
52,30114613,Warrnambool
52,30008914,Warrnambool
52,10001941,Warrnambool
52,10009478,Warrnambool
52,10004709,Warrnambool
93,30025524,Portland
92,30019265,Port Fairy
32,10018486,Koroit
52,30011719,Warrnambool
52,10012644,Warrnambool
52,30004122,Warrnambool
36,10019672,Mortlake
7,30033458,Hamilton
52,30004334,Warrnambool
52,10006733,Warrnambool
52,30045771,Warrnambool
52,10006521,Warrnambool
52,10004506,Warrnambool
48,10015847,Terang
92,30019680,Port Fairy
52,30110259,Warrnambool
93,30028870,Portland
14,30038851,Konongwootong Pipeline
1,30037687,Balmoral
22,30046086,Camperdown
22,30099797,Camperdown
36,10019400,Mortlake
24,10016443,Camperdown Rural
32,10018343,Koroit
30,30012435,Cobden Urban
52,30011327,Warrnambool
92,30019408,Port Fairy
93,30025607,Portland
24,10016051,Camperdown Rural
52,30112386,Warrnambool
52,10002153,Warrnambool
52,30008702,Warrnambool
52,30109784,Warrnambool
52,30075446,Warrnambool
52,10006461,Warrnambool
40,10017466,Peterborough
93,30022922,Portland
7,30033186,Hamilton
52,30117169,Warrnambool
52,30120667,Warrnambool
52,10004626,Warrnambool
7,30088732,Hamilton
52,10009063,Warrnambool
52,10009538,Warrnambool
7,30033315,Hamilton
92,30019537,Port Fairy
52,10012764,Warrnambool
52,10012372,Warrnambool
52,10004566,Warrnambool
52,30101460,Warrnambool
52,30011244,Warrnambool
52,10012561,Warrnambool
52,10002213,Warrnambool
32,10018403,Koroit
40,10017526,Peterborough
52,10009206,Warrnambool
7,30032983,Hamilton
52,10006650,Warrnambool
1,30037604,Balmoral
7,30033375,Hamilton
24,10016111,Camperdown Rural
52,10006401,Warrnambool
52,30082891,Warrnambool
93,30097111,Portland
7,30030773,Hamilton
52,10006853,Warrnambool
7,30030630,Hamilton
92,30019740,Port Fairy
34,30052290,Lismore & Derrinallum
52,30112529,Warrnambool
93,30028020,Portland
36,10019732,Mortlake
93,30025464,Portland
36,10019340,Mortlake
36,10019589,Mortlake
22,10022471,Camperdown
52,30085997,Warrnambool
52,10012704,Warrnambool
52,10004423,Warrnambool
92,30019597,Port Fairy
7,30115121,Hamilton
7,30108331,Hamilton
52,30114756,Warrnambool
52,10002024,Warrnambool
52,30101663,Warrnambool
30,10017044,Cobden Urban
52,30117501,Warrnambool
52,10012907,Warrnambool
22,30051937,Camperdown
92,30043527,Port Fairy
93,30022862,Portland
52,10009289,Warrnambool
7,30033066,Hamilton
52,10002273,Warrnambool
92,30019657,Port Fairy
92,30094470,Port Fairy
52,30008582,Warrnambool
52,30090826,Warrnambool
52,10006710,Warrnambool
93,30110911,Portland
7,30033435,Hamilton
24,10016194,Camperdown Rural
32,10018569,Koroit
52,10001904,Warrnambool
52,30104122,Warrnambool
92,30030005,Port Fairy
2,30106516,Casterton
52,10012681,Warrnambool
52,30090720,Warrnambool
24,10016254,Camperdown Rural
52,10009349,Warrnambool
7,30033126,Hamilton
93,30027960,Portland
52,30056299,Warrnambool
7,30030547,Hamilton
52,10006770,Warrnambool
52,30107408,Warrnambool
52,30120501,Warrnambool
48,30084208,Terang
52,10001964,Warrnambool
36,10019483,Mortlake
52,30011470,Warrnambool
52,30083501,Warrnambool
52,30114793,Warrnambool
93,30025501,Portland
36,10019280,Mortlake
52,10006544,Warrnambool
7,30054620,Hamilton
93,30028833,Portland
52,30120704,Warrnambool
36,10019649,Mortlake
24,10016420,Camperdown Rural
32,10018509,Koroit
52,10002107,Warrnambool
93,30022756,Portland
52,10012621,Warrnambool
7,30030667,Hamilton
7,30030690,Hamilton
1,30037710,Balmoral
7,30097328,Hamilton
36,10019423,Mortlake
83,10013844,Cobden Water Works
93,30028893,Portland
93,30022982,Portland
52,30110236,Warrnambool
93,30025584,Portland
52,10009515,Warrnambool
52,30082854,Warrnambool
52,10002047,Warrnambool
7,30033292,Hamilton
52,10012824,Warrnambool
52,10006567,Warrnambool
52,10004732,Warrnambool
52,10006484,Warrnambool
32,10018283,Koroit
52,30072867,Warrnambool
1,30037627,Balmoral
36,10019506,Mortlake
32,10018366,Koroit
92,30019431,Port Fairy
7,30033209,Hamilton
52,10009432,Warrnambool
93,30055222,Portland
32,30111401,Koroit
52,30109950,Warrnambool
93,30025644,Portland
52,10004589,Warrnambool
52,10012538,Warrnambool
93,30028043,Portland
52,10001987,Warrnambool
92,30019371,Port Fairy
52,10012741,Warrnambool
52,30110153,Warrnambool
2,30037757,Casterton
7,30030607,Hamilton
32,10018426,Koroit
46,30118196,Simpson
52,10002190,Warrnambool
52,10009372,Warrnambool
7,30033149,Hamilton
52,10009229,Warrnambool
62,10017208,Terang Water Works
22,30080281,Camperdown
52,30083057,Warrnambool
85,10017316,Carlisle Water Works
7,30056936,Hamilton
36,10019566,Mortlake
93,30022839,Portland
52,10004792,Warrnambool
36,10019363,Mortlake
7,30112542,Hamilton
7,30033352,Hamilton
52,30011410,Warrnambool
52,30107551,Warrnambool
92,30019574,Port Fairy
52,10006627,Warrnambool
93,30042189,Portland
52,30080109,Warrnambool
24,10016134,Camperdown Rural
52,10004875,Warrnambool
7,30034225,Hamilton
22,10021595,Camperdown
52,10006272,Warrnambool
52,30092446,Warrnambool
7,30035622,Hamilton
52,30118208,Warrnambool
36,30098999,Mortlake
52,10013580,Warrnambool
52,30063169,Warrnambool
30,10016500,Cobden Urban
22,30010955,Camperdown
7,30032167,Hamilton
38,30060720,Noorat & Glenormiston
8,30039356,Macarthur
93,30030041,Portland
93,30068744,Portland
93,30021336,Portland
30,10016560,Cobden Urban
52,30006793,Warrnambool
93,30030101,Portland
92,30019219,Port Fairy
7,30034165,Hamilton
48,30045894,Terang
52,10008330,Warrnambool
52,30059714,Warrnambool
8,30039416,Macarthur
48,30120521,Terang
93,30097961,Portland
93,30048435,Portland
7,30094056,Hamilton
52,30010511,Warrnambool
92,30084758,Port Fairy
7,30030312,Hamilton
5,30036003,Dunkeld
52,30059774,Warrnambool
52,10008270,Warrnambool
4,30037316,Coleraine
52,10006332,Warrnambool
7,30041135,Hamilton
52,30086933,Warrnambool
52,10000759,Warrnambool
52,30012426,Warrnambool
93,30077712,Portland
92,30019099,Port Fairy
93,30026646,Portland
20,30119344,Allansford
12,30036824,Tarrington
5,30079355,Dunkeld
93,30024731,Portland
4,30037519,Coleraine
22,30078552,Camperdown
22,30000012,Camperdown
48,10014639,Terang
52,10002757,Warrnambool
91,30088815,Heywood
22,30010895,Camperdown
93,30028103,Portland
7,30034022,Hamilton
22,10021535,Camperdown
52,10010245,Warrnambool
52,10013640,Warrnambool
93,30117549,Portland
93,30021133,Portland
7,30032227,Hamilton
93,30050410,Portland
7,30088483,Hamilton
7,30103482,Hamilton
93,30101296,Portland
93,30024648,Portland
5,30035920,Dunkeld
52,30090531,Warrnambool
4,30037399,Coleraine
32,10018297,Koroit
52,10011665,Warrnambool
52,10000879,Warrnambool
9,30039154,Merino
52,10004672,Warrnambool
52,30087076,Warrnambool
93,30097758,Portland
7,30032310,Hamilton
52,30010368,Warrnambool
42,10019890,Port Campbell
92,30063255,Port Fairy
2,30037840,Casterton
91,30017523,Heywood
7,30035479,Hamilton
93,30022876,Portland
92,30048233,Port Fairy
52,10008127,Warrnambool
92,30021074,Port Fairy
7,30117617,Hamilton
52,30110697,Warrnambool
5,30035860,Dunkeld
32,10018260,Koroit
52,30108925,Warrnambool
52,10010208,Warrnambool
93,30022613,Portland
52,10004755,Warrnambool
52,10000819,Warrnambool
81,10013979,Carpendeit Water Works
50,30003243,Timboon
24,10016065,Camperdown Rural
48,10014699,Terang
52,10004958,Warrnambool
42,30118885,Port Campbell
7,30035682,Hamilton
2,30037780,Casterton
22,10021655,Camperdown
93,30030184,Portland
52,10006212,Warrnambool
52,10004815,Warrnambool
7,30085028,Hamilton
93,30022816,Portland
93,30022673,Portland
2,30094013,Casterton
20,30011730,Allansford
93,30024791,Portland
93,30028163,Portland
93,30021216,Portland
52,30006996,Warrnambool
92,30019159,Port Fairy
7,30035539,Hamilton
52,10002840,Warrnambool
52,30090388,Warrnambool
7,30034248,Hamilton
52,10004898,Warrnambool
52,10006295,Warrnambool
52,10011868,Warrnambool
7,30035645,Hamilton
52,30015844,Warrnambool
32,10018094,Koroit
48,10014782,Terang
91,30017357,Heywood
93,30030018,Portland
93,30024874,Portland
92,30055767,Port Fairy
52,10002794,Warrnambool
93,30022710,Portland
32,10018463,Koroit
52,10011499,Warrnambool
92,30019242,Port Fairy
91,30017726,Heywood
81,10013813,Carpendeit Water Works
30,10016583,Cobden Urban
93,30030078,Portland
24,10016148,Camperdown Rural
8,30039393,Macarthur
32,10018154,Koroit
52,10011808,Warrnambool
40,30058210,Peterborough
52,10010102,Warrnambool
22,10021572,Camperdown
92,30020991,Port Fairy
50,30112231,Timboon
92,30019122,Port Fairy
93,30026623,Portland
12,30036801,Tarrington
52,30074278,Warrnambool
52,10006355,Warrnambool
4,30037293,Coleraine
7,30034188,Hamilton
52,10000736,Warrnambool
52,10013663,Warrnambool
93,30117526,Portland
92,30073912,Port Fairy
22,10021512,Camperdown
52,30110863,Warrnambool
7,30032024,Hamilton
52,10008104,Warrnambool
52,10008247,Warrnambool
52,10010411,Warrnambool
52,30004915,Warrnambool
4,30037496,Coleraine
34,10018659,Lismore & Derrinallum
52,10010042,Warrnambool
52,10006498,Warrnambool
48,30107723,Terang
52,30118171,Warrnambool
24,10016028,Camperdown Rural
52,10002734,Warrnambool
93,30028080,Portland
83,10014033,Cobden Water Works
30,10016523,Cobden Urban
4,30037376,Coleraine
30,10016726,Cobden Urban
52,30115924,Warrnambool
24,10016005,Camperdown Rural
52,10002960,Warrnambool
7,30114139,Hamilton
52,10008164,Warrnambool
7,30031941,Hamilton
34,10018742,Lismore & Derrinallum
7,30040992,Hamilton
52,30008333,Warrnambool
22,10021369,Camperdown
52,10010268,Warrnambool
92,30021051,Port Fairy
52,30103412,Warrnambool
48,10014662,Terang
93,30021193,Portland
52,10011642,Warrnambool
32,10018320,Koroit
52,30099588,Warrnambool
52,10000796,Warrnambool
52,10005041,Warrnambool
52,30110780,Warrnambool
7,30035765,Hamilton
2,30037863,Casterton
52,10011725,Warrnambool
52,30061337,Warrnambool
32,10018237,Koroit
91,30017500,Heywood
30,10016643,Cobden Urban
85,10014104,Carlisle Water Works
5,30035837,Dunkeld
93,30022507,Portland
52,10002877,Warrnambool
92,30019039,Port Fairy
83,10013890,Cobden Water Works
5,30051910,Dunkeld
22,30083982,Camperdown
48,30107663,Terang
52,10002674,Warrnambool
92,30019325,Port Fairy
52,30065370,Warrnambool
93,30022650,Portland
7,30043216,Hamilton
4,30110403,Coleraine
52,10010185,Warrnambool
5,30112485,Dunkeld
7,30035705,Hamilton
93,30030161,Portland
52,10004981,Warrnambool
22,10021632,Camperdown
83,10013950,Cobden Water Works
52,10004838,Warrnambool
24,10016088,Camperdown Rural
32,10018177,Koroit
4,30037436,Coleraine
7,30035562,Hamilton
93,30024814,Portland
52,10013746,Warrnambool
52,10010328,Warrnambool
4,30037233,Coleraine
7,30034105,Hamilton
52,10006438,Warrnambool
7,30114079,Hamilton
34,10018599,Lismore & Derrinallum
50,10020687,Timboon
52,10002817,Warrnambool
52,30094504,Warrnambool
52,30012366,Warrnambool
7,30032144,Hamilton
7,30034308,Hamilton
32,10018380,Koroit
52,10011582,Warrnambool
92,30019182,Port Fairy
2,30037803,Casterton
22,10021429,Camperdown
52,10004921,Warrnambool
7,30099320,Hamilton
50,10020724,Timboon
52,10000653,Warrnambool
52,30004629,Warrnambool
52,10010494,Warrnambool
7,30034271,Hamilton
22,10021549,Camperdown
36,30117499,Mortlake
10,30036428,Penshurst
52,30116104,Warrnambool
52,30061065,Warrnambool
7,30032061,Hamilton
32,10018071,Koroit
5,30059873,Dunkeld
42,10020056,Port Campbell
7,30108686,Hamilton
52,30114461,Warrnambool
52,10008021,Warrnambool
52,10011416,Warrnambool
52,10004861,Warrnambool
52,30070906,Warrnambool
52,10006166,Warrnambool
93,30021382,Portland
30,10014396,Cobden Urban
32,10018131,Koroit
52,30110591,Warrnambool
52,30004892,Warrnambool
52,10001008,Warrnambool
91,30104842,Heywood
92,30041452,Port Fairy
7,30032001,Hamilton
93,30021322,Portland
52,10005963,Warrnambool
5,30036049,Dunkeld
52,10000593,Warrnambool
42,10019996,Port Campbell
22,10021489,Camperdown
42,10019853,Port Campbell
93,30095737,Portland
93,30068993,Portland
52,30114046,Warrnambool
93,30026895,Portland
7,30034391,Hamilton
52,10002711,Warrnambool
7,30031858,Hamilton
93,30026480,Portland
52,30057610,Warrnambool
52,10006106,Warrnambool
52,10010434,Warrnambool
93,30024897,Portland
52,10011476,Warrnambool
92,30019053,Port Fairy
34,10018682,Lismore & Derrinallum
52,30108888,Warrnambool
12,30036870,Tarrington
30,10016749,Cobden Urban
5,30035966,Dunkeld
93,30024694,Portland
52,10010291,Warrnambool
52,10011619,Warrnambool
92,30018970,Port Fairy
9,30039108,Merino
22,10021346,Camperdown
7,30034474,Hamilton
2,30038845,Casterton
7,30031918,Hamilton
34,10018765,Lismore & Derrinallum
52,30050514,Warrnambool
93,30026752,Portland
52,10000865,Warrnambool
20,30094011,Allansford
93,30040961,Portland
9,30039048,Merino
52,10005064,Warrnambool
50,10020604,Timboon
93,30022484,Portland
93,30026812,Portland
52,10002508,Warrnambool
92,30018910,Port Fairy
93,30026420,Portland
52,30115841,Warrnambool
52,30118397,Warrnambool
52,10000925,Warrnambool
7,30035396,Hamilton
52,30045287,Warrnambool
7,30031978,Hamilton
52,30065453,Warrnambool
92,30097390,Port Fairy
93,30024777,Portland
30,10016666,Cobden Urban
52,10002591,Warrnambool
50,10020521,Timboon
7,30030335,Hamilton
93,30024980,Portland
92,30061280,Port Fairy
52,10002651,Warrnambool
32,10018011,Koroit
52,10011559,Warrnambool
52,30113926,Warrnambool
7,30034331,Hamilton
40,10017761,Peterborough
34,10018622,Lismore & Derrinallum
32,10018214,Koroit
93,30022424,Portland
93,30024837,Portland
5,30036109,Dunkeld
52,10010351,Warrnambool
30,10016606,Cobden Urban
5,30035906,Dunkeld
52,30114129,Warrnambool
22,10021406,Camperdown
93,30051558,Portland
52,10001068,Warrnambool
52,10005004,Warrnambool
52,10006023,Warrnambool
93,30026563,Portland
93,30026955,Portland
93,30022627,Portland
50,10020664,Timboon
10,30036451,Penshurst
52,10000676,Warrnambool
52,10006249,Warrnambool
40,10017678,Peterborough
52,10004944,Warrnambool
52,10010517,Warrnambool
7,30034294,Hamilton
92,30018767,Port Fairy
93,30022341,Portland
52,30119582,Warrnambool
32,10018048,Koroit
91,30017311,Heywood
52,10001045,Warrnambool
12,30036787,Tarrington
50,30109025,Timboon
48,10014413,Terang
52,10011393,Warrnambool
93,30024860,Portland
93,30030124,Portland
7,30034354,Hamilton
52,10010577,Warrnambool
22,10021466,Camperdown
52,30119522,Warrnambool
52,30012329,Warrnambool
52,30114378,Warrnambool
52,30105244,Warrnambool
52,10000985,Warrnambool
83,10014199,Cobden Water Works
93,30046105,Portland
93,30026669,Portland
12,30036847,Tarrington
40,30052757,Peterborough
93,30095714,Portland
52,30056004,Warrnambool
5,30036026,Dunkeld
93,30026503,Portland
4,30037542,Coleraine
7,30034414,Hamilton
30,10016892,Cobden Urban
52,30004726,Warrnambool
93,30107058,Portland
7,30117368,Hamilton
7,30035433,Hamilton
50,30050651,Timboon
50,10020581,Timboon
38,30055290,Noorat & Glenormiston
93,30022544,Portland
34,10018705,Lismore & Derrinallum
7,30054039,Hamilton
93,30024920,Portland
22,10021323,Camperdown
52,10011453,Warrnambool
7,30035230,Hamilton
52,10000782,Warrnambool
7,30031835,Hamilton
70,10019183,Darlington
52,10006129,Warrnambool
52,30057587,Warrnambool
93,30112488,Portland
30,10016772,Cobden Urban
5,30035943,Dunkeld
52,30115878,Warrnambool
93,30114131,Portland
7,30031895,Hamilton
34,10018788,Lismore & Derrinallum
52,10002568,Warrnambool
52,30045310,Warrnambool
42,10019913,Port Campbell
52,10000902,Warrnambool
85,10013772,Carlisle Water Works
52,10006046,Warrnambool
