pk_account,amount,urgs_application_status,evt_datetime
10015337,204.16,URGS Application Successful Letter - FC2024/16075,15/10/2024
30108464,163.89,URGS Application Successful Letter FC2024/16074,15/10/2024
10004195,157.48,URGS Application Successful Letter FC2024/16077,15/10/2024
10015239,191.16,URGS Application Successful Letter - FC2024/16078,15/10/2024
30037368,650,URGS Application Successful Letter FC2024/16079,15/10/2024
30014385,218.37,URGS Application Successful Letter - FC2024/16080,15/10/2024
30088353,321.26,URGS Application Successful Letter - FC2024/16083,15/10/2024
30037415,627.11,URGS Application Successful Letter FC2024/16086,15/10/2024
30116857,144.24,URGS Application Successful Letter - FC2024/16090,15/10/2024
30036059,650,URGS Application Successful Letter FC2024/16088,15/10/2024
30037501,650,URGS Application Successful Letter FC2024/16094,16/10/2024
10015054,192.08,URGS Application Successful Letter - FC2024/16095,16/10/2024
30110540,396.78,URGS Application Successful Letter FC2024/16097,16/10/2024
10014045,159.31,URGS Application Successful Letter - FC2024/16098,16/10/2024
30092165,121.2,URGS Application Successful Letter FC2024/16099,16/10/2024
30117001,650,URGS Application Successful Letter - FC2024/16100,16/10/2024
30034956,426.49,URGS Application Successful Letter - FC2024/16111,16/10/2024
30065091,222.35,URGS Application Successful Letter FC2024/16107,16/10/2024
30112296,181.73,URGS Application Successful Letter FC2024/16112,16/10/2024
30104231,650,URGS Application Successful Letter - FC2024/16115,16/10/2024
30035003,100.52,URGS Application Successful Letter FC2024/16114,16/10/2024
30107377,210.04,URGS Application Successful Letter - FC2024/16117,16/10/2024
30090193,562.67,URGS Application Successful Letter FC2024/16116,16/10/2024
30050877,NULL,URGS Application Successful Letter,16/10/2024
30096486,289.55,URGS Application Successful Letter - FC2024/16119,16/10/2024
30001997,650,URGS Application Successful Letter - FC2024/16154,16/10/2024
10000284,202.97,URGS Application Successful Letter - FC2024/16155,16/10/2024
30108247,530.95,URGS Application Successful Letter - FC2024/16157,16/10/2024
10010570,185.52,URGS Application Successful Letter - FC2024/16159,16/10/2024
30097898,30.14,URGS Application Successful Letter - FC2024/16163,16/10/2024
30115201,449.27,URGS Application Successful Letter - FC2024/16164,16/10/2024
10005891,251.82,URGS Application Successful Letter - FC2024/16164,16/10/2024
30099023,NULL,URGS Application Successful Letter,16/10/2024
30008807,203.4,URGS Application Successful Letter - FC2024/16168,16/10/2024
10013034,198.85,URGS Application Successful Letter - FC2024/16169,16/10/2024
30082361,650,URGS Application Successful Letter - FC2024/16170,16/10/2024
30025431,635.07,URGS Application Successful Letter FC2024/16172,16/10/2024
30069580,650,URGS Application Successful Letter - FC2024/16174,16/10/2024
30089168,165.15,URGS Application Successful Letter FC2024/16178,16/10/2024
30051829,625.9,URGS Application Successful Letter - FC2024/16179,16/10/2024
10006058,650,URGS Application Successful Letter FC2024/16180,16/10/2024
30017485,650,URGS Application Successful Letter - FC2024/16183,16/10/2024
30025136,220.94,URGS Application Successful Letter FC2024/16184,16/10/2024
30023596,329.44,URGS Application Successful Letter - FC2024/16185,16/10/2024
30119363,363.69,URGS Application Successful Letter FC2024/16186,16/10/2024
30113889,650,URGS Application Successful Letter - FC2024/16188,16/10/2024
30100100,650,URGS Application Successful Letter FC2024/16189,16/10/2024
30022662,304.52,URGS Application Successful Letter - FC2024/16210,17/10/2024
30005066,555.04,URGS Application Successful Letter - FC2024/16212,17/10/2024
30004909,244.87,URGS Application Successful Letter - FC2024/16215,17/10/2024
30008528,650,URGS Application Successful Letter - FC2024/16217,17/10/2024
30017416,181.5,URGS Application Successful Letter - FC2024/16219,17/10/2024
30119304,566.6,URGS Application Successful Letter - FC2024/16222,17/10/2024
30039438,NULL,URGS Application Successful Letter,21/10/2024
10018135,650,URGS Application Successful Letter FC2024/16356,21/10/2024
30040999,356.54,URGS Application Successful Letter FC2024/16357,21/10/2024
30115200,257.2,URGS Application Successful Letter FC2024/16359,21/10/2024
30039114,650,URGS Application Successful Letter FC2024/16360,21/10/2024
30038400,110.93,URGS Application Successful Letter - FC2024/16822,29/10/2024
10015337,238.69,URGS Application Successful Letter - FC2024/16824,29/10/2024
30097737,560.87,URGS Application Successful Letter - FC2024/16825,29/10/2024
10005891,313.42,URGS Application Successful Letter - FC2024/16827,29/10/2024
30090640,159.22,URGS Application Successful Letter - FC2024/16830,29/10/2024
30017443,650,URGS Application Successful Letter - FC2024/16831,29/10/2024
30108464,69.24,URGS Application Successful Letter - FC2024/16834,29/10/2024
30101249,404.7,URGS Application Successful Letter - FC2024/16835,29/10/2024
30004909,230.12,URGS Application Successful Letter FC2024/16837,29/10/2024
30029932,184.66,URGS Application Successful Letter FC2024/17170,5/11/2024
30025449,578.62,URGS Application Successful Letter FC2024/17172,5/11/2024
30051829,24.1,URGS Application Successful Letter FC2024/17173,5/11/2024
10002020,423.44,URGS Application Successful Letter FC2024/17175,5/11/2024
30000979,166.47,URGS successful letter issued FC2024/17177,5/11/2024
30014385,286.22,URGS Application Successful Letter FC2024/17182,5/11/2024
30088121,167.46,URGS letter issued FC2024/17183,5/11/2024
30033674,205.56,URGS Application Successful Letter FC2024/17194,5/11/2024
30116857,126.66,URGS Application Successful Letter - FC2024/17424,11/11/2024
30082681,84.9,URGS Application Successful Letter - FC2024/17426,11/11/2024
30117831,195.79,URGS Application Successful Letter - FC2024/17427,11/11/2024
10021737,650,URGS Application Successful Letter - FC2024/17430,11/11/2024
10021320,568.17,URGS Application Successful Letter - FC2024/17432,11/11/2024
30114360,274,URGS Application Successful Letter - FC2024/17936,21/11/2024
30084448,650,URGS Application Successful Letter - FC2024/17939,21/11/2024
10016913,628.39,URGS Application Successful Letter - FC2024/17941,21/11/2024
10017128,444.23,URGS Application Successful Letter - FC2024/17943,21/11/2024
30102660,216.14,URGS Application Successful Letter - FC2024/17944,21/11/2024
10019635,650,URGS Application Successful Letter - FC2024/17945,21/11/2024
30107809,650,URGS Application Successful Letter - FC2024/17952,21/11/2024
10005210,650,URGS Application Successful Letter - FC2024/17953,21/11/2024
10006211,177.17,URGS Application Successful Letter - FC2024/17954,21/11/2024
30108464,58.47,URGS Application Successful Letter - FC2024/17955,21/11/2024
30056287,293.9,URGS Application Successful Letter - FC2024/17957,21/11/2024
30022662,260.08,URGS Application Successful Letter - FC2024/17958,21/11/2024
30023596,206.31,URGS Application Successful Letter - FC2024/17961,21/11/2024
30115200,124.54,URGS Application Successful Letter FC2024/18222,27/11/2024
30023461,226.83,URGS Application Successful Letter FC2024/18227,27/11/2024
10005807,47.77,URGS Application Successful Letter FC2024/18230,27/11/2024
30028748,650,URGS Application Successful Letter FC2024/18234,27/11/2024
30028629,218.04,URGS Application Successful Letter - FC2024/18600,4/12/2024
10006926,302.42,URGS Application Successful Letter - FC2024/18608,4/12/2024
10010570,194.43,URGS Application Successful Letter - FC2024/18612,4/12/2024
30104488,650,URGS Application Successful Letter - FC2024/18618,4/12/2024
30024221,439.71,URGS Application Successful Letter - FC2024/18621,4/12/2024
30038234,410.88,URGS Application Successful Letter - FC2024/18626,4/12/2024
10009420,222.94,URGS Application Successful Letter - FC2024/18630,4/12/2024
10012808,89.98,URGS Application Successful Letter - FC2024/18633,4/12/2024
10006496,650,URGS Application Successful Letter - FC2024/18634,4/12/2024
30041929,96.28,URGS Application Successful Letter - FC2024/18638,4/12/2024
30075754,650,URGS Application Successful Letter - FC2024/18641,4/12/2024
30020148,86.91,URGS Application Successful Letter - FC2024/18652,4/12/2024
30065091,211.48,URGS Application Successful Letter - FC2024/19015,12/12/2024
30098584,650,URGS Application Successful Letter - FC2024/19016,12/12/2024
30105292,104.36,URGS Application Successful Letter - FC2024/19019,12/12/2024
30037361,205.95,URGS Application Successful Letter - FC2024/19025,12/12/2024
30105607,82.25,URGS Application Successful Letter - FC2024/19026,12/12/2024
30031896,650,URGS Application Successful Letter FC2024/19345,17/12/2024
30033079,196.45,URGS Application Successful Letter FC2024/19348,17/12/2024
30035003,31.64,URGS Application Successful Letter FC2024/19355,17/12/2024
30036872,650,URGS Application Successful Letter FC2024/19356,17/12/2024
30055469,650,URGS Application Successful Letter FC2024/19360,17/12/2024
